Commodity_Desc,Attribute_Desc,Unit_Desc,Marketing_Year,Timeperiod_Desc,Amount
"Hard red winter","Import estimates","1,000 bushels","2021/22","Q4 Mar-May",114.259197750079
"Hard red winter","Import estimates","1,000 bushels","2021/22","Sep",37.1548621903929
"Durum","Import estimates","1,000 bushels","2021/22","Sep",3082.31520622832
"White","Import estimates","1,000 bushels","2021/22","Sep",378.65350641065
"Hard red spring","Import estimates","1,000 bushels","2021/22","Sep",6776.25912563821
"All Wheat","Import estimates","1,000 bushels","2021/22","Sep",11644.1095723866
"Soft red winter","Import estimates","1,000 bushels","2021/22","Sep",1369.726871919
"Soft red winter","Import estimates","1,000 bushels","2022/23","Apr",267.907199489475
"Hard red spring","Import estimates","1,000 bushels","2022/23","Apr",5051.25729946846
"All Wheat","Import estimates","1,000 bushels","2022/23","Apr",10862.118885611
"White","Import estimates","1,000 bushels","2022/23","Apr",534.532537706324
"Durum","Import estimates","1,000 bushels","2022/23","Apr",4622.41312241237
"Hard red winter","Import estimates","1,000 bushels","2022/23","Apr",386.008726534359
"Durum","Import estimates","1,000 bushels","2022/23","Aug",3433.93667708516
"Hard red winter","Import estimates","1,000 bushels","2022/23","Aug",36.4815672825883
"White","Import estimates","1,000 bushels","2022/23","Aug",592.194014065859
"All Wheat","Import estimates","1,000 bushels","2022/23","Aug",10505.3852938163
"Hard red spring","Import estimates","1,000 bushels","2022/23","Aug",5982.2472125777
"Soft red winter","Import estimates","1,000 bushels","2022/23","Aug",460.52582280495
"Soft red winter","Import estimates","1,000 bushels","2022/23","Dec",100.682523866925
"Hard red spring","Import estimates","1,000 bushels","2022/23","Dec",5219.71465729704
"All Wheat","Import estimates","1,000 bushels","2022/23","Dec",10481.6326583071
"White","Import estimates","1,000 bushels","2022/23","Dec",599.392635554253
"Durum","Import estimates","1,000 bushels","2022/23","Dec",4215.58724064068
"Hard red winter","Import estimates","1,000 bushels","2022/23","Dec",346.255600948198
"Hard red winter","Import estimates","1,000 bushels","2022/23","Feb",674.300855040369
"Durum","Import estimates","1,000 bushels","2022/23","Feb",4495.4384137972
"White","Import estimates","1,000 bushels","2022/23","Feb",425.661872912223
"All Wheat","Import estimates","1,000 bushels","2022/23","Feb",10152.4886549148
"Hard red spring","Import estimates","1,000 bushels","2022/23","Feb",4087.49892105651
"Soft red winter","Import estimates","1,000 bushels","2022/23","Feb",469.588592108475
"Soft red winter","Import estimates","1,000 bushels","2022/23","Jan",1262.01537010133
"Hard red spring","Import estimates","1,000 bushels","2022/23","Jan",4412.25085040505
"All Wheat","Import estimates","1,000 bushels","2022/23","Jan",11333.9746245704
"White","Import estimates","1,000 bushels","2022/23","Jan",566.098240160837
"Durum","Import estimates","1,000 bushels","2022/23","Jan",5699.76770566091
"Hard red winter","Import estimates","1,000 bushels","2022/23","Jan",337.898608734135
"Durum","Import estimates","1,000 bushels","2022/23","Jul",4421.12654337489
"Hard red winter","Import estimates","1,000 bushels","2022/23","Jul",20.7248866020682
"White","Import estimates","1,000 bushels","2022/23","Jul",546.687357393605
"All Wheat","Import estimates","1,000 bushels","2022/23","Jul",11153.8958651573
"Hard red spring","Import estimates","1,000 bushels","2022/23","Jul",5826.18264288237
"Soft red winter","Import estimates","1,000 bushels","2022/23","Jul",339.174434904375
"Soft red winter","Import estimates","1,000 bushels","2022/23","Jun",515.06956734555
"Hard red spring","Import estimates","1,000 bushels","2022/23","Jun",5607.25857203334
"All Wheat","Import estimates","1,000 bushels","2022/23","Jun",11272.3383436844
"White","Import estimates","1,000 bushels","2022/23","Jun",540.695575065505
"Hard red winter","Import estimates","1,000 bushels","2022/23","Jun",34.8509005859292
"Durum","Import estimates","1,000 bushels","2022/23","Jun",4574.46372865409
"Durum","Import estimates","1,000 bushels","2022/23","Mar",2700.43592163063
"Hard red winter","Import estimates","1,000 bushels","2022/23","Mar",1069.90394350786
"White","Import estimates","1,000 bushels","2022/23","Mar",572.679619668225
"All Wheat","Import estimates","1,000 bushels","2022/23","Mar",8834.73255046563
"Hard red spring","Import estimates","1,000 bushels","2022/23","Mar",4317.69165982739
"Soft red winter","Import estimates","1,000 bushels","2022/23","Mar",174.021405831525
"Soft red winter","Import estimates","1,000 bushels","2022/23","May",654.54813813375
"Hard red spring","Import estimates","1,000 bushels","2022/23","May",4951.31903224771
"All Wheat","Import estimates","1,000 bushels","2022/23","May",9578.43993352974
"White","Import estimates","1,000 bushels","2022/23","May",508.094750524253
"Hard red winter","Import estimates","1,000 bushels","2022/23","May",706.762395751892
"Durum","Import estimates","1,000 bushels","2022/23","May",2757.71561687213
"Durum","Import estimates","1,000 bushels","2022/23","MY Jun-May",50927.8198072977
"Hard red winter","Import estimates","1,000 bushels","2022/23","MY Jun-May",4671.03110820635
"White","Import estimates","1,000 bushels","2022/23","MY Jun-May",6547.97334658118
"All Wheat","Import estimates","1,000 bushels","2022/23","MY Jun-May",121584.556344447
"Hard red spring","Import estimates","1,000 bushels","2022/23","MY Jun-May",55451.2828927618
"Soft red winter","Import estimates","1,000 bushels","2022/23","MY Jun-May",4930.5053400918
"Soft red winter","Import estimates","1,000 bushels","2022/23","Nov",74.347211765925
"Hard red spring","Import estimates","1,000 bushels","2022/23","Nov",3786.26224534154
"All Wheat","Import estimates","1,000 bushels","2022/23","Nov",10862.0689598103
"White","Import estimates","1,000 bushels","2022/23","Nov",570.609624662595
"Hard red winter","Import estimates","1,000 bushels","2022/23","Nov",223.927935573698
"Durum","Import estimates","1,000 bushels","2022/23","Nov",6206.92194246649
"Durum","Import estimates","1,000 bushels","2022/23","Oct",4280.57542747508
"Hard red winter","Import estimates","1,000 bushels","2022/23","Oct",775.979601615009
"White","Import estimates","1,000 bushels","2022/23","Oct",634.109785657223
"All Wheat","Import estimates","1,000 bushels","2022/23","Oct",9686.38904798244
"Hard red spring","Import estimates","1,000 bushels","2022/23","Oct",3785.10428339045
"Soft red winter","Import estimates","1,000 bushels","2022/23","Oct",210.619949844675
"Soft red winter","Import estimates","1,000 bushels","2022/23","Q1 Jun-Aug",1314.76982505488
"Hard red spring","Import estimates","1,000 bushels","2022/23","Q1 Jun-Aug",17415.6884274934
"All Wheat","Import estimates","1,000 bushels","2022/23","Q1 Jun-Aug",32931.619502658
"White","Import estimates","1,000 bushels","2022/23","Q1 Jun-Aug",1679.57694652497
"Hard red winter","Import estimates","1,000 bushels","2022/23","Q1 Jun-Aug",92.0573544705858
"Durum","Import estimates","1,000 bushels","2022/23","Q1 Jun-Aug",12429.5269491141
"Durum","Import estimates","1,000 bushels","2022/23","Q2 Sep-Nov",14006.9348371696
"Hard red winter","Import estimates","1,000 bushels","2022/23","Q2 Sep-Nov",1057.84362321896
"White","Import estimates","1,000 bushels","2022/23","Q2 Sep-Nov",1661.93674353009
"All Wheat","Import estimates","1,000 bushels","2022/23","Q2 Sep-Nov",27409.5495343903
"Hard red spring","Import estimates","1,000 bushels","2022/23","Q2 Sep-Nov",9995.86204496618
"Soft red winter","Import estimates","1,000 bushels","2022/23","Q2 Sep-Nov",686.97228550545
"Soft red winter","Import estimates","1,000 bushels","2022/23","Q3 Dec-Feb",1832.28648607673
"Hard red spring","Import estimates","1,000 bushels","2022/23","Q3 Dec-Feb",13719.4644287586
"All Wheat","Import estimates","1,000 bushels","2022/23","Q3 Dec-Feb",31968.0959377923
"White","Import estimates","1,000 bushels","2022/23","Q3 Dec-Feb",1591.15274862731
"Hard red winter","Import estimates","1,000 bushels","2022/23","Q3 Dec-Feb",1358.4550647227
"Durum","Import estimates","1,000 bushels","2022/23","Q3 Dec-Feb",14410.7933600988
"Durum","Import estimates","1,000 bushels","2022/23","Q4 Mar-May",10080.5646609151
"Hard red winter","Import estimates","1,000 bushels","2022/23","Q4 Mar-May",2162.67506579411
"White","Import estimates","1,000 bushels","2022/23","Q4 Mar-May",1615.3069078988
"All Wheat","Import estimates","1,000 bushels","2022/23","Q4 Mar-May",29275.2913696064
"Hard red spring","Import estimates","1,000 bushels","2022/23","Q4 Mar-May",14320.2679915436
"Soft red winter","Import estimates","1,000 bushels","2022/23","Q4 Mar-May",1096.47674345475
"Soft red winter","Import estimates","1,000 bushels","2022/23","Sep",402.00512389485
"Hard red spring","Import estimates","1,000 bushels","2022/23","Sep",2424.49551623419
"All Wheat","Import estimates","1,000 bushels","2022/23","Sep",6861.09152659759
"White","Import estimates","1,000 bushels","2022/23","Sep",457.217333210276
"Durum","Import estimates","1,000 bushels","2022/23","Sep",3519.43746722803
"Hard red winter","Import estimates","1,000 bushels","2022/23","Sep",57.9360860302517
"Durum","Import estimates","1,000 bushels","2023/24","Apr",4297.6686282059
"Hard red winter","Import estimates","1,000 bushels","2023/24","Apr",538.033096842078
"White","Import estimates","1,000 bushels","2023/24","Apr",550.837364722217
"All Wheat","Import estimates","1,000 bushels","2023/24","Apr",9819.66381957475
"Hard red spring","Import estimates","1,000 bushels","2023/24","Apr",4250.85546012248
"Soft red winter","Import estimates","1,000 bushels","2023/24","Apr",182.26926968208
"Soft red winter","Import estimates","1,000 bushels","2023/24","Aug",956.13778953609
"Hard red spring","Import estimates","1,000 bushels","2023/24","Aug",5256.75940433769
"All Wheat","Import estimates","1,000 bushels","2023/24","Aug",12851.6454340406
"White","Import estimates","1,000 bushels","2023/24","Aug",460.433974580265
"Hard red winter","Import estimates","1,000 bushels","2023/24","Aug",2564.11960651429
"Durum","Import estimates","1,000 bushels","2023/24","Aug",3614.19465907222
"Durum","Import estimates","1,000 bushels","2023/24","Dec",4590.79719155732
"Hard red winter","Import estimates","1,000 bushels","2023/24","Dec",645.804519698364
"White","Import estimates","1,000 bushels","2023/24","Dec",579.182345385052
"All Wheat","Import estimates","1,000 bushels","2023/24","Dec",11603.3734782952
"Hard red spring","Import estimates","1,000 bushels","2023/24","Dec",5553.73343017671
"Soft red winter","Import estimates","1,000 bushels","2023/24","Dec",233.85599147778
"Soft red winter","Import estimates","1,000 bushels","2023/24","Feb",103.50249077364
"Hard red spring","Import estimates","1,000 bushels","2023/24","Feb",4973.7754158463
"All Wheat","Import estimates","1,000 bushels","2023/24","Feb",9547.88333438508
"White","Import estimates","1,000 bushels","2023/24","Feb",508.746678559529
"Hard red winter","Import estimates","1,000 bushels","2023/24","Feb",282.525365288961
"Durum","Import estimates","1,000 bushels","2023/24","Feb",3679.33338391664
"Durum","Import estimates","1,000 bushels","2023/24","Jan",4208.18827386862
"Hard red winter","Import estimates","1,000 bushels","2023/24","Jan",1808.25723069365
"White","Import estimates","1,000 bushels","2023/24","Jan",533.004483383388
"All Wheat","Import estimates","1,000 bushels","2023/24","Jan",11712.2552179874
"Hard red spring","Import estimates","1,000 bushels","2023/24","Jan",4668.67313787428
"Soft red winter","Import estimates","1,000 bushels","2023/24","Jan",494.13209216742
"Soft red winter","Import estimates","1,000 bushels","2023/24","Jul",949.64554150872
"Hard red spring","Import estimates","1,000 bushels","2023/24","Jul",5912.05107957272
"All Wheat","Import estimates","1,000 bushels","2023/24","Jul",13322.4779938268
"White","Import estimates","1,000 bushels","2023/24","Jul",502.748239797853
"Hard red winter","Import estimates","1,000 bushels","2023/24","Jul",3132.87606769668
"Durum","Import estimates","1,000 bushels","2023/24","Jul",2825.15706525086
"Durum","Import estimates","1,000 bushels","2023/24","Jun",3344.64003005722
"Hard red winter","Import estimates","1,000 bushels","2023/24","Jun",918.64465669448
"White","Import estimates","1,000 bushels","2023/24","Jun",508.484136216185
"All Wheat","Import estimates","1,000 bushels","2023/24","Jun",9798.11026545072
"Hard red spring","Import estimates","1,000 bushels","2023/24","Jun",4699.77073601884
"Soft red winter","Import estimates","1,000 bushels","2023/24","Jun",326.570706463995
"Soft red winter","Import estimates","1,000 bushels","2023/24","Mar",475.338690883245
"Hard red spring","Import estimates","1,000 bushels","2023/24","Mar",5763.03129940816
"All Wheat","Import estimates","1,000 bushels","2023/24","Mar",12069.6886379982
"White","Import estimates","1,000 bushels","2023/24","Mar",593.871548496985
"Hard red winter","Import estimates","1,000 bushels","2023/24","Mar",1282.15486810396
"Durum","Import estimates","1,000 bushels","2023/24","Mar",3955.29223110583
"Durum","Import estimates","1,000 bushels","2023/24","May",3821.17424482103
"Hard red winter","Import estimates","1,000 bushels","2023/24","May",1382.12384980591
"White","Import estimates","1,000 bushels","2023/24","May",595.903774764352
"All Wheat","Import estimates","1,000 bushels","2023/24","May",10313.2529096067
"Hard red spring","Import estimates","1,000 bushels","2023/24","May",4101.53857580031
"Soft red winter","Import estimates","1,000 bushels","2023/24","May",412.512464415135
"Soft red winter","Import estimates","1,000 bushels","2023/24","MY Jun-May",5952.15609034652
"Hard red spring","Import estimates","1,000 bushels","2023/24","MY Jun-May",62734.0822093314
"All Wheat","Import estimates","1,000 bushels","2023/24","MY Jun-May",137797.626719439
"White","Import estimates","1,000 bushels","2023/24","MY Jun-May",6216.58466357456
"Hard red winter","Import estimates","1,000 bushels","2023/24","MY Jun-May",18012.6123060666
"Durum","Import estimates","1,000 bushels","2023/24","MY Jun-May",44882.19145012
"Durum","Import estimates","1,000 bushels","2023/24","Nov",3731.58123453104
"Hard red winter","Import estimates","1,000 bushels","2023/24","Nov",1195.56267670025
"White","Import estimates","1,000 bushels","2023/24","Nov",516.839694664618
"All Wheat","Import estimates","1,000 bushels","2023/24","Nov",11558.2119914896
"Hard red spring","Import estimates","1,000 bushels","2023/24","Nov",5657.05744999158
"Soft red winter","Import estimates","1,000 bushels","2023/24","Nov",457.17093560208
"Soft red winter","Import estimates","1,000 bushels","2023/24","Oct",202.53463644855
"Hard red spring","Import estimates","1,000 bushels","2023/24","Oct",5107.91014435373
"All Wheat","Import estimates","1,000 bushels","2023/24","Oct",10009.0443521598
"White","Import estimates","1,000 bushels","2023/24","Oct",462.38039212686
"Hard red winter","Import estimates","1,000 bushels","2023/24","Oct",557.246437954837
"Durum","Import estimates","1,000 bushels","2023/24","Oct",3678.97274127578
"Durum","Import estimates","1,000 bushels","2023/24","Q1 Jun-Aug",9783.99175438031
"Hard red winter","Import estimates","1,000 bushels","2023/24","Q1 Jun-Aug",6615.64033090546
"White","Import estimates","1,000 bushels","2023/24","Q1 Jun-Aug",1471.6663505943
