Commodity_Desc,Attribute_Desc,Geography_Desc,Unit_Desc,Marketing_Year,Timeperiod_Desc,Amount
"Total wheat grain","Exports, Qty","Tunisia","1,000 metric tons ","1995/96","MY Jun-May",220.914
"Total wheat grain","Exports, Qty","Sudan","1,000 metric tons ","1995/96","MY Jun-May",8.316
"Total wheat grain","Exports, Qty","Senegal","1,000 metric tons ","1995/96","MY Jun-May",7.66
"Total wheat grain","Exports, Qty","Guinea","1,000 metric tons ","1995/96","MY Jun-May",13.276
"Total wheat grain","Exports, Qty","Sierra Leone","1,000 metric tons ","1995/96","MY Jun-May",13.579
"Total wheat grain","Exports, Qty","Ivory Coast","1,000 metric tons ","1995/96","MY Jun-May",8.079
"Total wheat grain","Exports, Qty","Ghana","1,000 metric tons ","1995/96","MY Jun-May",151.918
"Total wheat grain","Exports, Qty","Niger","1,000 metric tons ","1995/96","MY Jun-May",4
"Total wheat grain","Exports, Qty","Togo","1,000 metric tons ","1995/96","MY Jun-May",11.559
"Total wheat grain","Exports, Qty","Burkina Faso","1,000 metric tons ","1995/96","MY Jun-May",2.999
"Total wheat grain","Exports, Qty","Benin","1,000 metric tons ","1995/96","MY Jun-May",8.297
"Total wheat grain","Exports, Qty","Angola","1,000 metric tons ","1995/96","MY Jun-May",15.7
"Total wheat grain","Exports, Qty","Liberia","1,000 metric tons ","1995/96","MY Jun-May",25.646
"Total wheat grain","Exports, Qty","Congo (Kinshasa)","1,000 metric tons ","1995/96","MY Jun-May",107.274
"Total wheat grain","Exports, Qty","Eritrea, Begins 7/1993","1,000 metric tons ","1995/96","MY Jun-May",11.049
"Total wheat grain","Exports, Qty","Ethiopia, United Ends 6/1993 & New Begin","1,000 metric tons ","1995/96","MY Jun-May",185.523
"Total wheat grain","Exports, Qty","Botswana","1,000 metric tons ","1995/96","MY Jun-May",15.341
"Total wheat grain","Exports, Qty","Zimbabwe","1,000 metric tons ","1995/96","MY Jun-May",45.3
"Total wheat grain","Exports, Qty","Unidentified Country","1,000 metric tons ","1995/96","MY Jun-May",1361.452
"Total wheat grain","Exports, Qty","World","1,000 metric tons ","1995/96","MY Jun-May",32823.347972
"Total wheat grain","Exports, Qty","Mexico","1,000 metric tons ","1996/97","MY Jun-May",1413.799188
"Total wheat grain","Exports, Qty","Philippines","1,000 metric tons ","1996/97","MY Jun-May",1772.368128
"Total wheat grain","Exports, Qty","South Korea","1,000 metric tons ","1996/97","MY Jun-May",1544.074
"Total wheat grain","Exports, Qty","Japan","1,000 metric tons ","1996/97","MY Jun-May",3325.387979
"Total wheat grain","Exports, Qty","Taiwan","1,000 metric tons ","1996/97","MY Jun-May",867.097
"Total wheat grain","Exports, Qty","Thailand","1,000 metric tons ","1996/97","MY Jun-May",253.674
"Total wheat grain","Exports, Qty","Indonesia","1,000 metric tons ","1996/97","MY Jun-May",108.434
"Total wheat grain","Exports, Qty","Nigeria","1,000 metric tons ","1996/97","MY Jun-May",591.933
"Total wheat grain","Exports, Qty","Colombia","1,000 metric tons ","1996/97","MY Jun-May",351.576476
"Total wheat grain","Exports, Qty","Ecuador","1,000 metric tons ","1996/97","MY Jun-May",253.219892
"Total wheat grain","Exports, Qty","Dominican Republic","1,000 metric tons ","1996/97","MY Jun-May",216.639
"Total wheat grain","Exports, Qty","Italy","1,000 metric tons ","1996/97","MY Jun-May",434.955
"Total wheat grain","Exports, Qty","Venezuela","1,000 metric tons ","1996/97","MY Jun-May",555.618
"Total wheat grain","Exports, Qty","Guatemala","1,000 metric tons ","1996/97","MY Jun-May",119.594
"Total wheat grain","Exports, Qty","Chile","1,000 metric tons ","1996/97","MY Jun-May",0.042
"Total wheat grain","Exports, Qty","Honduras","1,000 metric tons ","1996/97","MY Jun-May",132.91
"Total wheat grain","Exports, Qty","Brazil","1,000 metric tons ","1996/97","MY Jun-May",831.201
"Total wheat grain","Exports, Qty","Nicaragua","1,000 metric tons ","1996/97","MY Jun-May",89.236
"Total wheat grain","Exports, Qty","Yemen (Sana), Ends 9/1990 & United Begin","1,000 metric tons ","1996/97","MY Jun-May",556.932
"Total wheat grain","Exports, Qty","Peru","1,000 metric tons ","1996/97","MY Jun-May",483.7357
"Total wheat grain","Exports, Qty","Haiti","1,000 metric tons ","1996/97","MY Jun-May",10.869382
"Total wheat grain","Exports, Qty","Jamaica","1,000 metric tons ","1996/97","MY Jun-May",198.198
"Total wheat grain","Exports, Qty","China","1,000 metric tons ","1996/97","MY Jun-May",1002.824
"Total wheat grain","Exports, Qty","El Salvador","1,000 metric tons ","1996/97","MY Jun-May",154.073
"Total wheat grain","Exports, Qty","Panama","1,000 metric tons ","1996/97","MY Jun-May",103.689
"Total wheat grain","Exports, Qty","Malaysia","1,000 metric tons ","1996/97","MY Jun-May",33
"Total wheat grain","Exports, Qty","Egypt","1,000 metric tons ","1996/97","MY Jun-May",2683.586
"Total wheat grain","Exports, Qty","Trinidad And Tobago","1,000 metric tons ","1996/97","MY Jun-May",119.7
"Total wheat grain","Exports, Qty","Algeria","1,000 metric tons ","1996/97","MY Jun-May",350.027
"Total wheat grain","Exports, Qty","Costa Rica","1,000 metric tons ","1996/97","MY Jun-May",142.335
"Total wheat grain","Exports, Qty","Canada","1,000 metric tons ","1996/97","MY Jun-May",108.873324
"Total wheat grain","Exports, Qty","Spain","1,000 metric tons ","1996/97","MY Jun-May",31.129
"Total wheat grain","Exports, Qty","Tanzania","1,000 metric tons ","1996/97","MY Jun-May",21.593
"Total wheat grain","Exports, Qty","Kenya","1,000 metric tons ","1996/97","MY Jun-May",31.509
"Total wheat grain","Exports, Qty","Guyana","1,000 metric tons ","1996/97","MY Jun-May",42.509
"Total wheat grain","Exports, Qty","Uganda","1,000 metric tons ","1996/97","MY Jun-May",15.721
"Total wheat grain","Exports, Qty","Singapore","1,000 metric tons ","1996/97","MY Jun-May",45.436
"Total wheat grain","Exports, Qty","Mozambique","1,000 metric tons ","1996/97","MY Jun-May",57.289
"Total wheat grain","Exports, Qty","Sri Lanka","1,000 metric tons ","1996/97","MY Jun-May",150.109
"Total wheat grain","Exports, Qty","Morocco","1,000 metric tons ","1996/97","MY Jun-May",442.636
"Total wheat grain","Exports, Qty","St. Vincent And The Grenadines","1,000 metric tons ","1996/97","MY Jun-May",23.993
"Total wheat grain","Exports, Qty","Grenada","1,000 metric tons ","1996/97","MY Jun-May",11.456
"Total wheat grain","Exports, Qty","Barbados","1,000 metric tons ","1996/97","MY Jun-May",21.948
"Total wheat grain","Exports, Qty","Republic Of South Africa","1,000 metric tons ","1996/97","MY Jun-May",387.819
"Total wheat grain","Exports, Qty","Belize","1,000 metric tons ","1996/97","MY Jun-May",12.318
"Total wheat grain","Exports, Qty","Papua New Guinea","1,000 metric tons ","1996/97","MY Jun-May",8.8
"Total wheat grain","Exports, Qty","Belgium","1,000 metric tons ","1996/97","MY Jun-May",92.23668
"Total wheat grain","Exports, Qty","Malta And Gozo","1,000 metric tons ","1996/97","MY Jun-May",28.89
"Total wheat grain","Exports, Qty","Suriname","1,000 metric tons ","1996/97","MY Jun-May",19.445
"Total wheat grain","Exports, Qty","Hong Kong","1,000 metric tons ","1996/97","MY Jun-May",13.953
"Total wheat grain","Exports, Qty","Bangladesh","1,000 metric tons ","1996/97","MY Jun-May",280.957
"Total wheat grain","Exports, Qty","Greece","1,000 metric tons ","1996/97","MY Jun-May",34.903595
"Total wheat grain","Exports, Qty","Iceland","1,000 metric tons ","1996/97","MY Jun-May",0.735
"Total wheat grain","Exports, Qty","United Kingdom","1,000 metric tons ","1996/97","MY Jun-May",58.603
"Total wheat grain","Exports, Qty","Jordan","1,000 metric tons ","1996/97","MY Jun-May",117.531
"Total wheat grain","Exports, Qty","France","1,000 metric tons ","1996/97","MY Jun-May",24.883
"Total wheat grain","Exports, Qty","Israel","1,000 metric tons ","1996/97","MY Jun-May",681.458
"Total wheat grain","Exports, Qty","Netherlands Antilles","1,000 metric tons ","1996/97","MY Jun-May",11.256
"Total wheat grain","Exports, Qty","Bolivia","1,000 metric tons ","1996/97","MY Jun-May",92.946
"Total wheat grain","Exports, Qty","Uruguay","1,000 metric tons ","1996/97","MY Jun-May",2.845
"Total wheat grain","Exports, Qty","Norway","1,000 metric tons ","1996/97","MY Jun-May",81.508
"Total wheat grain","Exports, Qty","Denmark","1,000 metric tons ","1996/97","MY Jun-May",0.017
"Total wheat grain","Exports, Qty","Netherlands","1,000 metric tons ","1996/97","MY Jun-May",43.707805
"Total wheat grain","Exports, Qty","Germany, Fed. Republic; United, Begins 1","1,000 metric tons ","1996/97","MY Jun-May",1.341965
"Total wheat grain","Exports, Qty","Switzerland","1,000 metric tons ","1996/97","MY Jun-May",26.826228
"Total wheat grain","Exports, Qty","Poland","1,000 metric tons ","1996/97","MY Jun-May",81.25
"Total wheat grain","Exports, Qty","Russian Federation, Begins 2/1992","1,000 metric tons ","1996/97","MY Jun-May",85.767008
"Total wheat grain","Exports, Qty","Armenia","1,000 metric tons ","1996/97","MY Jun-May",96.038
"Total wheat grain","Exports, Qty","Georgia","1,000 metric tons ","1996/97","MY Jun-May",106.294303
"Total wheat grain","Exports, Qty","Moldova","1,000 metric tons ","1996/97","MY Jun-May",34.547
"Total wheat grain","Exports, Qty","Tajikistan","1,000 metric tons ","1996/97","MY Jun-May",30.356
"Total wheat grain","Exports, Qty","Uzbekistan","1,000 metric tons ","1996/97","MY Jun-May",54.834
"Total wheat grain","Exports, Qty","Bosnia-Hercegovina","1,000 metric tons ","1996/97","MY Jun-May",109.965
"Total wheat grain","Exports, Qty","Serbia and Montenegro","1,000 metric tons ","1996/97","MY Jun-May",25
"Total wheat grain","Exports, Qty","Bulgaria","1,000 metric tons ","1996/97","MY Jun-May",83.377
"Total wheat grain","Exports, Qty","Turkey","1,000 metric tons ","1996/97","MY Jun-May",226.444
"Total wheat grain","Exports, Qty","Cyprus","1,000 metric tons ","1996/97","MY Jun-May",45.331
"Total wheat grain","Exports, Qty","Lebanon","1,000 metric tons ","1996/97","MY Jun-May",202.066
"Total wheat grain","Exports, Qty","Iraq","1,000 metric tons ","1996/97","MY Jun-May",15.933
"Total wheat grain","Exports, Qty","India","1,000 metric tons ","1996/97","MY Jun-May",8.13
"Total wheat grain","Exports, Qty","Pakistan","1,000 metric tons ","1996/97","MY Jun-May",2027.430288
"Total wheat grain","Exports, Qty","Australia (No Islands), (=Old Code 6020)","1,000 metric tons ","1996/97","MY Jun-May",2.272
"Total wheat grain","Exports, Qty","French Polynesia","1,000 metric tons ","1996/97","MY Jun-May",0.076
"Total wheat grain","Exports, Qty","Tunisia","1,000 metric tons ","1996/97","MY Jun-May",171.263
"Total wheat grain","Exports, Qty","Sudan","1,000 metric tons ","1996/97","MY Jun-May",33
"Total wheat grain","Exports, Qty","Cameroon","1,000 metric tons ","1996/97","MY Jun-May",33.463
"Total wheat grain","Exports, Qty","Senegal","1,000 metric tons ","1996/97","MY Jun-May",16.86
"Total wheat grain","Exports, Qty","Sierra Leone","1,000 metric tons ","1996/97","MY Jun-May",12.659
"Total wheat grain","Exports, Qty","Ivory Coast","1,000 metric tons ","1996/97","MY Jun-May",23.597
"Total wheat grain","Exports, Qty","Ghana","1,000 metric tons ","1996/97","MY Jun-May",145.688002
"Total wheat grain","Exports, Qty","Togo","1,000 metric tons ","1996/97","MY Jun-May",25.072
"Total wheat grain","Exports, Qty","Benin","1,000 metric tons ","1996/97","MY Jun-May",1.6
"Total wheat grain","Exports, Qty","Angola","1,000 metric tons ","1996/97","MY Jun-May",17.848
"Total wheat grain","Exports, Qty","Congo (Kinshasa)","1,000 metric tons ","1996/97","MY Jun-May",103.533
"Total wheat grain","Exports, Qty","Eritrea, Begins 7/1993","1,000 metric tons ","1996/97","MY Jun-May",35.603
"Total wheat grain","Exports, Qty","Ethiopia, United Ends 6/1993 & New Begin","1,000 metric tons ","1996/97","MY Jun-May",97.114
"Total wheat grain","Exports, Qty","Madagascar (Malagasy)","1,000 metric tons ","1996/97","MY Jun-May",0.112
"Total wheat grain","Exports, Qty","Namibia","1,000 metric tons ","1996/97","MY Jun-May",12.1
"Total wheat grain","Exports, Qty","Lesotho","1,000 metric tons ","1996/97","MY Jun-May",8.291
"Total wheat grain","Exports, Qty","Unidentified Country","1,000 metric tons ","1996/97","MY Jun-May",815.191
"Total wheat grain","Exports, Qty","World","1,000 metric tons ","1996/97","MY Jun-May",26516.013943
"Total wheat grain","Exports, Qty","Mexico","1,000 metric tons ","1997/98","MY Jun-May",1160.591962
"Total wheat grain","Exports, Qty","Philippines","1,000 metric tons ","1997/98","MY Jun-May",1458.154
"Total wheat grain","Exports, Qty","South Korea","1,000 metric tons ","1997/98","MY Jun-May",1445.579
"Total wheat grain","Exports, Qty","Japan","1,000 metric tons ","1997/98","MY Jun-May",3228.54768
"Total wheat grain","Exports, Qty","Taiwan","1,000 metric tons ","1997/98","MY Jun-May",1002.727
"Total wheat grain","Exports, Qty","Thailand","1,000 metric tons ","1997/98","MY Jun-May",236.493
"Total wheat grain","Exports, Qty","Nigeria","1,000 metric tons ","1997/98","MY Jun-May",744.382757
"Total wheat grain","Exports, Qty","Colombia","1,000 metric tons ","1997/98","MY Jun-May",404.146
"Total wheat grain","Exports, Qty","Vietnam","1,000 metric tons ","1997/98","MY Jun-May",10.295
"Total wheat grain","Exports, Qty","Ecuador","1,000 metric tons ","1997/98","MY Jun-May",228.546
"Total wheat grain","Exports, Qty","Dominican Republic","1,000 metric tons ","1997/98","MY Jun-May",248.31744
"Total wheat grain","Exports, Qty","Italy","1,000 metric tons ","1997/98","MY Jun-May",584.236
"Total wheat grain","Exports, Qty","Venezuela","1,000 metric tons ","1997/98","MY Jun-May",559.061
"Total wheat grain","Exports, Qty","Guatemala","1,000 metric tons ","1997/98","MY Jun-May",84.421
"Total wheat grain","Exports, Qty","Chile","1,000 metric tons ","1997/98","MY Jun-May",51.697
"Total wheat grain","Exports, Qty","Honduras","1,000 metric tons ","1997/98","MY Jun-May",162.097
"Total wheat grain","Exports, Qty","Brazil","1,000 metric tons ","1997/98","MY Jun-May",0.174
"Total wheat grain","Exports, Qty","Nicaragua","1,000 metric tons ","1997/98","MY Jun-May",91.366
"Total wheat grain","Exports, Qty","Yemen (Sana), Ends 9/1990 & United Begin","1,000 metric tons ","1997/98","MY Jun-May",547.808
"Total wheat grain","Exports, Qty","Peru","1,000 metric tons ","1997/98","MY Jun-May",209.485
"Total wheat grain","Exports, Qty","Haiti","1,000 metric tons ","1997/98","MY Jun-May",6.171333
"Total wheat grain","Exports, Qty","Jamaica","1,000 metric tons ","1997/98","MY Jun-May",182.938
"Total wheat grain","Exports, Qty","China","1,000 metric tons ","1997/98","MY Jun-May",284.97
"Total wheat grain","Exports, Qty","El Salvador","1,000 metric tons ","1997/98","MY Jun-May",168.964
"Total wheat grain","Exports, Qty","Panama","1,000 metric tons ","1997/98","MY Jun-May",105.404
"Total wheat grain","Exports, Qty","Malaysia","1,000 metric tons ","1997/98","MY Jun-May",8.13
"Total wheat grain","Exports, Qty","Egypt","1,000 metric tons ","1997/98","MY Jun-May",4974.898103
"Total wheat grain","Exports, Qty","Trinidad And Tobago","1,000 metric tons ","1997/98","MY Jun-May",137.534
"Total wheat grain","Exports, Qty","Algeria","1,000 metric tons ","1997/98","MY Jun-May",197.964
"Total wheat grain","Exports, Qty","Costa Rica","1,000 metric tons ","1997/98","MY Jun-May",175.554
"Total wheat grain","Exports, Qty","Canada","1,000 metric tons ","1997/98","MY Jun-May",35.193
"Total wheat grain","Exports, Qty","Spain","1,000 metric tons ","1997/98","MY Jun-May",233.244278
"Total wheat grain","Exports, Qty","Kenya","1,000 metric tons ","1997/98","MY Jun-May",68.592
"Total wheat grain","Exports, Qty","Guyana","1,000 metric tons ","1997/98","MY Jun-May",45.686
"Total wheat grain","Exports, Qty","Uganda","1,000 metric tons ","1997/98","MY Jun-May",29.249
"Total wheat grain","Exports, Qty","Singapore","1,000 metric tons ","1997/98","MY Jun-May",24.056
"Total wheat grain","Exports, Qty","Mozambique","1,000 metric tons ","1997/98","MY Jun-May",52.088
"Total wheat grain","Exports, Qty","Sri Lanka","1,000 metric tons ","1997/98","MY Jun-May",365.652
"Total wheat grain","Exports, Qty","Morocco","1,000 metric tons ","1997/98","MY Jun-May",536.266029
"Total wheat grain","Exports, Qty","Mauritania","1,000 metric tons ","1997/98","MY Jun-May",2
"Total wheat grain","Exports, Qty","St. Vincent And The Grenadines","1,000 metric tons ","1997/98","MY Jun-May",31.735
"Total wheat grain","Exports, Qty","Grenada","1,000 metric tons ","1997/98","MY Jun-May",10.929
"Total wheat grain","Exports, Qty","Barbados","1,000 metric tons ","1997/98","MY Jun-May",25.278
"Total wheat grain","Exports, Qty","Portugal","1,000 metric tons ","1997/98","MY Jun-May",6
"Total wheat grain","Exports, Qty","Republic Of South Africa","1,000 metric tons ","1997/98","MY Jun-May",133.442
"Total wheat grain","Exports, Qty","Belize","1,000 metric tons ","1997/98","MY Jun-May",15.414
"Total wheat grain","Exports, Qty","St. Lucia","1,000 metric tons ","1997/98","MY Jun-May",0.008709
"Total wheat grain","Exports, Qty","Belgium","1,000 metric tons ","1997/98","MY Jun-May",163.938
"Total wheat grain","Exports, Qty","Malta And Gozo","1,000 metric tons ","1997/98","MY Jun-May",19.26
"Total wheat grain","Exports, Qty","Suriname","1,000 metric tons ","1997/98","MY Jun-May",8.646
"Total wheat grain","Exports, Qty","Hong Kong","1,000 metric tons ","1997/98","MY Jun-May",13.231
"Total wheat grain","Exports, Qty","Bangladesh","1,000 metric tons ","1997/98","MY Jun-May",149.946
"Total wheat grain","Exports, Qty","Greece","1,000 metric tons ","1997/98","MY Jun-May",0.04
"Total wheat grain","Exports, Qty","Iceland","1,000 metric tons ","1997/98","MY Jun-May",4.498
"Total wheat grain","Exports, Qty","Bahamas","1,000 metric tons ","1997/98","MY Jun-May",0.054
"Total wheat grain","Exports, Qty","United Kingdom","1,000 metric tons ","1997/98","MY Jun-May",127.396839
"Total wheat grain","Exports, Qty","Cayman Islands","1,000 metric tons ","1997/98","MY Jun-May",0.157
"Total wheat grain","Exports, Qty","Jordan","1,000 metric tons ","1997/98","MY Jun-May",339.674
"Total wheat grain","Exports, Qty","France","1,000 metric tons ","1997/98","MY Jun-May",1.501
"Total wheat grain","Exports, Qty","Israel","1,000 metric tons ","1997/98","MY Jun-May",829.841
"Total wheat grain","Exports, Qty","Netherlands Antilles","1,000 metric tons ","1997/98","MY Jun-May",9.377
"Total wheat grain","Exports, Qty","Bolivia","1,000 metric tons ","1997/98","MY Jun-May",66.683
"Total wheat grain","Exports, Qty","Uruguay","1,000 metric tons ","1997/98","MY Jun-May",0.014817
"Total wheat grain","Exports, Qty","Sweden","1,000 metric tons ","1997/98","MY Jun-May",5.5
"Total wheat grain","Exports, Qty","Norway","1,000 metric tons ","1997/98","MY Jun-May",33.355
"Total wheat grain","Exports, Qty","Netherlands","1,000 metric tons ","1997/98","MY Jun-May",70.801379
"Total wheat grain","Exports, Qty","Germany, Fed. Republic; United, Begins 1","1,000 metric tons ","1997/98","MY Jun-May",0.173
"Total wheat grain","Exports, Qty","Switzerland","1,000 metric tons ","1997/98","MY Jun-May",24.806
"Total wheat grain","Exports, Qty","Poland","1,000 metric tons ","1997/98","MY Jun-May",10.233
"Total wheat grain","Exports, Qty","Russian Federation, Begins 2/1992","1,000 metric tons ","1997/98","MY Jun-May",52.261
"Total wheat grain","Exports, Qty","Armenia","1,000 metric tons ","1997/98","MY Jun-May",138.219
"Total wheat grain","Exports, Qty","Georgia","1,000 metric tons ","1997/98","MY Jun-May",130.473
"Total wheat grain","Exports, Qty","Kyrgyzstan","1,000 metric tons ","1997/98","MY Jun-May",60
"Total wheat grain","Exports, Qty","Tajikistan","1,000 metric tons ","1997/98","MY Jun-May",67.4
"Total wheat grain","Exports, Qty","Croatia","1,000 metric tons ","1997/98","MY Jun-May",33.275
"Total wheat grain","Exports, Qty","Slovenia","1,000 metric tons ","1997/98","MY Jun-May",40.98
"Total wheat grain","Exports, Qty","Bosnia-Hercegovina","1,000 metric tons ","1997/98","MY Jun-May",21.965
"Total wheat grain","Exports, Qty","Macedonia (Skopje)","1,000 metric tons ","1997/98","MY Jun-May",19.636
"Total wheat grain","Exports, Qty","Bulgaria","1,000 metric tons ","1997/98","MY Jun-May",17.806
"Total wheat grain","Exports, Qty","Turkey","1,000 metric tons ","1997/98","MY Jun-May",310.003
"Total wheat grain","Exports, Qty","Cyprus","1,000 metric tons ","1997/98","MY Jun-May",39.897
"Total wheat grain","Exports, Qty","Lebanon","1,000 metric tons ","1997/98","MY Jun-May",199.802
"Total wheat grain","Exports, Qty","Iraq","1,000 metric tons ","1997/98","MY Jun-May",722.78
"Total wheat grain","Exports, Qty","Afghanistan","1,000 metric tons ","1997/98","MY Jun-May",29.52
"Total wheat grain","Exports, Qty","Pakistan","1,000 metric tons ","1997/98","MY Jun-May",2179.703
"Total wheat grain","Exports, Qty","Mongolia","1,000 metric tons ","1997/98","MY Jun-May",11
"Total wheat grain","Exports, Qty","Australia (No Islands), (=Old Code 6020)","1,000 metric tons ","1997/98","MY Jun-May",0.072
"Total wheat grain","Exports, Qty","New Zealand, No Islands (=Old Code 6140)","1,000 metric tons ","1997/98","MY Jun-May",5.701
"Total wheat grain","Exports, Qty","French Polynesia","1,000 metric tons ","1997/98","MY Jun-May",0.095
"Total wheat grain","Exports, Qty","Tunisia","1,000 metric tons ","1997/98","MY Jun-May",527.615
"Total wheat grain","Exports, Qty","Cameroon","1,000 metric tons ","1997/98","MY Jun-May",40.751
"Total wheat grain","Exports, Qty","Senegal","1,000 metric tons ","1997/98","MY Jun-May",4.5
"Total wheat grain","Exports, Qty","Mali","1,000 metric tons ","1997/98","MY Jun-May",7.8
"Total wheat grain","Exports, Qty","Sierra Leone","1,000 metric tons ","1997/98","MY Jun-May",6.872
"Total wheat grain","Exports, Qty","Ivory Coast","1,000 metric tons ","1997/98","MY Jun-May",2.56
"Total wheat grain","Exports, Qty","Ghana","1,000 metric tons ","1997/98","MY Jun-May",108.661
"Total wheat grain","Exports, Qty","Togo","1,000 metric tons ","1997/98","MY Jun-May",12.904
"Total wheat grain","Exports, Qty","Benin","1,000 metric tons ","1997/98","MY Jun-May",16.6
"Total wheat grain","Exports, Qty","Angola","1,000 metric tons ","1997/98","MY Jun-May",41.999
"Total wheat grain","Exports, Qty","Congo (Brazzaville)","1,000 metric tons ","1997/98","MY Jun-May",52.522
"Total wheat grain","Exports, Qty","Liberia","1,000 metric tons ","1997/98","MY Jun-May",1.579
"Total wheat grain","Exports, Qty","Congo (Kinshasa)","1,000 metric tons ","1997/98","MY Jun-May",76.541
"Total wheat grain","Exports, Qty","Eritrea, Begins 7/1993","1,000 metric tons ","1997/98","MY Jun-May",57.116
"Total wheat grain","Exports, Qty","Ethiopia, United Ends 6/1993 & New Begin","1,000 metric tons ","1997/98","MY Jun-May",57.137
"Total wheat grain","Exports, Qty","Namibia","1,000 metric tons ","1997/98","MY Jun-May",5.551
"Total wheat grain","Exports, Qty","Botswana","1,000 metric tons ","1997/98","MY Jun-May",20.076
"Total wheat grain","Exports, Qty","Swaziland","1,000 metric tons ","1997/98","MY Jun-May",4.785
"Total wheat grain","Exports, Qty","Lesotho","1,000 metric tons ","1997/98","MY Jun-May",6.199
"Total wheat grain","Exports, Qty","Unidentified Country","1,000 metric tons ","1997/98","MY Jun-May",242.72
"Total wheat grain","Exports, Qty","World","1,000 metric tons ","1997/98","MY Jun-May",27569.687326
"Total wheat grain","Exports, Qty","Mexico","1,000 metric tons ","1998/99","MY Jun-May",1737.221657
"Total wheat grain","Exports, Qty","Philippines","1,000 metric tons ","1998/99","MY Jun-May",1625.014825
"Total wheat grain","Exports, Qty","South Korea","1,000 metric tons ","1998/99","MY Jun-May",1575.043
"Total wheat grain","Exports, Qty","Japan","1,000 metric tons ","1998/99","MY Jun-May",3055.968096
"Total wheat grain","Exports, Qty","Taiwan","1,000 metric tons ","1998/99","MY Jun-May",889.08
"Total wheat grain","Exports, Qty","Thailand","1,000 metric tons ","1998/99","MY Jun-May",296.702
"Total wheat grain","Exports, Qty","Indonesia","1,000 metric tons ","1998/99","MY Jun-May",377.74
"Total wheat grain","Exports, Qty","Nigeria","1,000 metric tons ","1998/99","MY Jun-May",1237.573
"Total wheat grain","Exports, Qty","Colombia","1,000 metric tons ","1998/99","MY Jun-May",535.221156
"Total wheat grain","Exports, Qty","Vietnam","1,000 metric tons ","1998/99","MY Jun-May",11
"Total wheat grain","Exports, Qty","Ecuador","1,000 metric tons ","1998/99","MY Jun-May",124.648
"Total wheat grain","Exports, Qty","Dominican Republic","1,000 metric tons ","1998/99","MY Jun-May",269.888
"Total wheat grain","Exports, Qty","Italy","1,000 metric tons ","1998/99","MY Jun-May",597.3819
"Total wheat grain","Exports, Qty","Venezuela","1,000 metric tons ","1998/99","MY Jun-May",635.209
"Total wheat grain","Exports, Qty","Guatemala","1,000 metric tons ","1998/99","MY Jun-May",57.196094
"Total wheat grain","Exports, Qty","Chile","1,000 metric tons ","1998/99","MY Jun-May",110.44
"Total wheat grain","Exports, Qty","Honduras","1,000 metric tons ","1998/99","MY Jun-May",145.029
"Total wheat grain","Exports, Qty","Brazil","1,000 metric tons ","1998/99","MY Jun-May",15.749
"Total wheat grain","Exports, Qty","Nicaragua","1,000 metric tons ","1998/99","MY Jun-May",85.599
"Total wheat grain","Exports, Qty","Yemen (Sana), Ends 9/1990 & United Begin","1,000 metric tons ","1998/99","MY Jun-May",319.839
"Total wheat grain","Exports, Qty","Peru","1,000 metric tons ","1998/99","MY Jun-May",665.548
"Total wheat grain","Exports, Qty","Haiti","1,000 metric tons ","1998/99","MY Jun-May",32
"Total wheat grain","Exports, Qty","Jamaica","1,000 metric tons ","1998/99","MY Jun-May",177.41
"Total wheat grain","Exports, Qty","China","1,000 metric tons ","1998/99","MY Jun-May",418.376
"Total wheat grain","Exports, Qty","El Salvador","1,000 metric tons ","1998/99","MY Jun-May",179.621
"Total wheat grain","Exports, Qty","Panama","1,000 metric tons ","1998/99","MY Jun-May",81.675
"Total wheat grain","Exports, Qty","Malaysia","1,000 metric tons ","1998/99","MY Jun-May",39.25
"Total wheat grain","Exports, Qty","Egypt","1,000 metric tons ","1998/99","MY Jun-May",4557.190046
"Total wheat grain","Exports, Qty","Trinidad And Tobago","1,000 metric tons ","1998/99","MY Jun-May",110.337
"Total wheat grain","Exports, Qty","Algeria","1,000 metric tons ","1998/99","MY Jun-May",526.538
"Total wheat grain","Exports, Qty","Costa Rica","1,000 metric tons ","1998/99","MY Jun-May",127.58
"Total wheat grain","Exports, Qty","Canada","1,000 metric tons ","1998/99","MY Jun-May",13.828093
"Total wheat grain","Exports, Qty","Spain","1,000 metric tons ","1998/99","MY Jun-May",279.957
"Total wheat grain","Exports, Qty","Tanzania","1,000 metric tons ","1998/99","MY Jun-May",18
"Total wheat grain","Exports, Qty","Kenya","1,000 metric tons ","1998/99","MY Jun-May",5.5
"Total wheat grain","Exports, Qty","Guyana","1,000 metric tons ","1998/99","MY Jun-May",43.39
"Total wheat grain","Exports, Qty","Uganda","1,000 metric tons ","1998/99","MY Jun-May",4.985
"Total wheat grain","Exports, Qty","Singapore","1,000 metric tons ","1998/99","MY Jun-May",39.646
"Total wheat grain","Exports, Qty","Mozambique","1,000 metric tons ","1998/99","MY Jun-May",138.248
"Total wheat grain","Exports, Qty","Sri Lanka","1,000 metric tons ","1998/99","MY Jun-May",465.951
"Total wheat grain","Exports, Qty","Morocco","1,000 metric tons ","1998/99","MY Jun-May",186.938
"Total wheat grain","Exports, Qty","St. Vincent And The Grenadines","1,000 metric tons ","1998/99","MY Jun-May",29.91
"Total wheat grain","Exports, Qty","Grenada","1,000 metric tons ","1998/99","MY Jun-May",16.247
