Commodity_Desc,Attribute_Desc,Geography_Desc,Unit_Desc,Marketing_Year,Timeperiod_Desc,Amount
"Total wheat grain","Exports, Qty","Ethiopia, United Ends 6/1993 & New Begin","1,000 metric tons ","2019/20","MY Jun-May",247.831
"Total wheat grain","Exports, Qty","Namibia","1,000 metric tons ","2019/20","MY Jun-May",13.25
"Total wheat grain","Exports, Qty","World","1,000 metric tons ","2019/20","MY Jun-May",25819.006596
"Total wheat grain","Exports, Qty","Mexico","1,000 metric tons ","2020/21","MY Jun-May",3512.960902
"Total wheat grain","Exports, Qty","Philippines","1,000 metric tons ","2020/21","MY Jun-May",3184.702
"Total wheat grain","Exports, Qty","South Korea","1,000 metric tons ","2020/21","MY Jun-May",1859.205269
"Total wheat grain","Exports, Qty","Japan","1,000 metric tons ","2020/21","MY Jun-May",2426.099341
"Total wheat grain","Exports, Qty","Taiwan","1,000 metric tons ","2020/21","MY Jun-May",1136.214
"Total wheat grain","Exports, Qty","Thailand","1,000 metric tons ","2020/21","MY Jun-May",644.441904
"Total wheat grain","Exports, Qty","Indonesia","1,000 metric tons ","2020/21","MY Jun-May",926.097
"Total wheat grain","Exports, Qty","Nigeria","1,000 metric tons ","2020/21","MY Jun-May",1413.993
"Total wheat grain","Exports, Qty","Colombia","1,000 metric tons ","2020/21","MY Jun-May",492.043041
"Total wheat grain","Exports, Qty","Vietnam","1,000 metric tons ","2020/21","MY Jun-May",502.495
"Total wheat grain","Exports, Qty","Ecuador","1,000 metric tons ","2020/21","MY Jun-May",335.72
"Total wheat grain","Exports, Qty","Dominican Republic","1,000 metric tons ","2020/21","MY Jun-May",284.404
"Total wheat grain","Exports, Qty","Italy","1,000 metric tons ","2020/21","MY Jun-May",601.445
"Total wheat grain","Exports, Qty","Venezuela","1,000 metric tons ","2020/21","MY Jun-May",284.092
"Total wheat grain","Exports, Qty","Guatemala","1,000 metric tons ","2020/21","MY Jun-May",417.764
"Total wheat grain","Exports, Qty","Chile","1,000 metric tons ","2020/21","MY Jun-May",391.2
"Total wheat grain","Exports, Qty","Honduras","1,000 metric tons ","2020/21","MY Jun-May",288.51
"Total wheat grain","Exports, Qty","Brazil","1,000 metric tons ","2020/21","MY Jun-May",622.645
"Total wheat grain","Exports, Qty","Nicaragua","1,000 metric tons ","2020/21","MY Jun-May",30.91
"Total wheat grain","Exports, Qty","Yemen (Sana), Ends 9/1990 & United Begin","1,000 metric tons ","2020/21","MY Jun-May",754.976
"Total wheat grain","Exports, Qty","Peru","1,000 metric tons ","2020/21","MY Jun-May",168.648
"Total wheat grain","Exports, Qty","Haiti","1,000 metric tons ","2020/21","MY Jun-May",99.843097
"Total wheat grain","Exports, Qty","Jamaica","1,000 metric tons ","2020/21","MY Jun-May",185.951
"Total wheat grain","Exports, Qty","China","1,000 metric tons ","2020/21","MY Jun-May",3446.827
"Total wheat grain","Exports, Qty","El Salvador","1,000 metric tons ","2020/21","MY Jun-May",139.493
"Total wheat grain","Exports, Qty","Panama","1,000 metric tons ","2020/21","MY Jun-May",151.348
"Total wheat grain","Exports, Qty","Malaysia","1,000 metric tons ","2020/21","MY Jun-May",300.785
"Total wheat grain","Exports, Qty","Egypt","1,000 metric tons ","2020/21","MY Jun-May",98.669
"Total wheat grain","Exports, Qty","Trinidad And Tobago","1,000 metric tons ","2020/21","MY Jun-May",102.774383
"Total wheat grain","Exports, Qty","Algeria","1,000 metric tons ","2020/21","MY Jun-May",144.999
"Total wheat grain","Exports, Qty","Costa Rica","1,000 metric tons ","2020/21","MY Jun-May",50.457
"Total wheat grain","Exports, Qty","Canada","1,000 metric tons ","2020/21","MY Jun-May",136.091521
"Total wheat grain","Exports, Qty","Myanmar (Burma)","1,000 metric tons ","2020/21","MY Jun-May",96.054
"Total wheat grain","Exports, Qty","Spain","1,000 metric tons ","2020/21","MY Jun-May",31.447
"Total wheat grain","Exports, Qty","Guyana","1,000 metric tons ","2020/21","MY Jun-May",41.310904
"Total wheat grain","Exports, Qty","Singapore","1,000 metric tons ","2020/21","MY Jun-May",83.383
"Total wheat grain","Exports, Qty","Sri Lanka","1,000 metric tons ","2020/21","MY Jun-May",129.345
"Total wheat grain","Exports, Qty","Morocco","1,000 metric tons ","2020/21","MY Jun-May",0.043
"Total wheat grain","Exports, Qty","St. Vincent And The Grenadines","1,000 metric tons ","2020/21","MY Jun-May",25.454
"Total wheat grain","Exports, Qty","Grenada","1,000 metric tons ","2020/21","MY Jun-May",11.508
"Total wheat grain","Exports, Qty","Barbados","1,000 metric tons ","2020/21","MY Jun-May",18.019
"Total wheat grain","Exports, Qty","United Arab Emirates","1,000 metric tons ","2020/21","MY Jun-May",15.23868
"Total wheat grain","Exports, Qty","Portugal","1,000 metric tons ","2020/21","MY Jun-May",57.626
"Total wheat grain","Exports, Qty","Republic Of South Africa","1,000 metric tons ","2020/21","MY Jun-May",34.9
"Total wheat grain","Exports, Qty","Belize","1,000 metric tons ","2020/21","MY Jun-May",9.199
"Total wheat grain","Exports, Qty","St. Lucia","1,000 metric tons ","2020/21","MY Jun-May",7.275
"Total wheat grain","Exports, Qty","Belgium","1,000 metric tons ","2020/21","MY Jun-May",19.562
"Total wheat grain","Exports, Qty","Hong Kong","1,000 metric tons ","2020/21","MY Jun-May",2.560518
"Total wheat grain","Exports, Qty","Kuwait","1,000 metric tons ","2020/21","MY Jun-May",0.28
"Total wheat grain","Exports, Qty","Saudi Arabia","1,000 metric tons ","2020/21","MY Jun-May",0.207
"Total wheat grain","Exports, Qty","Sint Marteen","1,000 metric tons ","2020/21","MY Jun-May",0.328
"Total wheat grain","Exports, Qty","Bangladesh","1,000 metric tons ","2020/21","MY Jun-May",234.879
"Total wheat grain","Exports, Qty","Greece","1,000 metric tons ","2020/21","MY Jun-May",0.099936
"Total wheat grain","Exports, Qty","Bahamas","1,000 metric tons ","2020/21","MY Jun-May",0.013
"Total wheat grain","Exports, Qty","British Virgin Islands","1,000 metric tons ","2020/21","MY Jun-May",0.458
"Total wheat grain","Exports, Qty","United Kingdom","1,000 metric tons ","2020/21","MY Jun-May",12.169
"Total wheat grain","Exports, Qty","Qatar","1,000 metric tons ","2020/21","MY Jun-May",0.129066
"Total wheat grain","Exports, Qty","Antigua & Barbuda","1,000 metric tons ","2020/21","MY Jun-May",0.024
"Total wheat grain","Exports, Qty","Argentina","1,000 metric tons ","2020/21","MY Jun-May",0.011953
"Total wheat grain","Exports, Qty","Bermuda","1,000 metric tons ","2020/21","MY Jun-May",0.168
"Total wheat grain","Exports, Qty","Finland","1,000 metric tons ","2020/21","MY Jun-May",0.301
"Total wheat grain","Exports, Qty","Netherlands","1,000 metric tons ","2020/21","MY Jun-May",0.08
"Total wheat grain","Exports, Qty","Georgia","1,000 metric tons ","2020/21","MY Jun-May",27
"Total wheat grain","Exports, Qty","Iraq","1,000 metric tons ","2020/21","MY Jun-May",0.057143
"Total wheat grain","Exports, Qty","Cambodia","1,000 metric tons ","2020/21","MY Jun-May",1.081
"Total wheat grain","Exports, Qty","Australia (No Islands), (=Old Code 6020)","1,000 metric tons ","2020/21","MY Jun-May",0.002954
"Total wheat grain","Exports, Qty","Tunisia","1,000 metric tons ","2020/21","MY Jun-May",46.416
"Total wheat grain","Exports, Qty","Sudan","1,000 metric tons ","2020/21","MY Jun-May",48
"Total wheat grain","Exports, Qty","Liberia","1,000 metric tons ","2020/21","MY Jun-May",7.7
"Total wheat grain","Exports, Qty","Ethiopia, United Ends 6/1993 & New Begin","1,000 metric tons ","2020/21","MY Jun-May",313.46
"Total wheat grain","Exports, Qty","Djibouti","1,000 metric tons ","2020/21","MY Jun-May",75.301
"Total wheat grain","Exports, Qty","Namibia","1,000 metric tons ","2020/21","MY Jun-May",8.8
"Total wheat grain","Exports, Qty","World","1,000 metric tons ","2020/21","MY Jun-May",26495.694612
"Total wheat grain","Exports, Qty","Mexico","1,000 metric tons ","2021/22","MY Jun-May",4092.020145
"Total wheat grain","Exports, Qty","Philippines","1,000 metric tons ","2021/22","MY Jun-May",2632.734999
"Total wheat grain","Exports, Qty","South Korea","1,000 metric tons ","2021/22","MY Jun-May",1262.003542
"Total wheat grain","Exports, Qty","Japan","1,000 metric tons ","2021/22","MY Jun-May",2343.838689
"Total wheat grain","Exports, Qty","Taiwan","1,000 metric tons ","2021/22","MY Jun-May",922.52259
"Total wheat grain","Exports, Qty","Thailand","1,000 metric tons ","2021/22","MY Jun-May",577.822333
"Total wheat grain","Exports, Qty","Indonesia","1,000 metric tons ","2021/22","MY Jun-May",123.280353
"Total wheat grain","Exports, Qty","Nigeria","1,000 metric tons ","2021/22","MY Jun-May",1665.417
"Total wheat grain","Exports, Qty","Colombia","1,000 metric tons ","2021/22","MY Jun-May",698.303
"Total wheat grain","Exports, Qty","Vietnam","1,000 metric tons ","2021/22","MY Jun-May",139.727
"Total wheat grain","Exports, Qty","Ecuador","1,000 metric tons ","2021/22","MY Jun-May",145.079
"Total wheat grain","Exports, Qty","Dominican Republic","1,000 metric tons ","2021/22","MY Jun-May",286.164
"Total wheat grain","Exports, Qty","Italy","1,000 metric tons ","2021/22","MY Jun-May",263.376
"Total wheat grain","Exports, Qty","Venezuela","1,000 metric tons ","2021/22","MY Jun-May",333.839
"Total wheat grain","Exports, Qty","Guatemala","1,000 metric tons ","2021/22","MY Jun-May",395.856
"Total wheat grain","Exports, Qty","Chile","1,000 metric tons ","2021/22","MY Jun-May",85.424
"Total wheat grain","Exports, Qty","Honduras","1,000 metric tons ","2021/22","MY Jun-May",295.818
"Total wheat grain","Exports, Qty","Brazil","1,000 metric tons ","2021/22","MY Jun-May",114.646
"Total wheat grain","Exports, Qty","Nicaragua","1,000 metric tons ","2021/22","MY Jun-May",148.473
"Total wheat grain","Exports, Qty","Yemen (Sana), Ends 9/1990 & United Begin","1,000 metric tons ","2021/22","MY Jun-May",461.13
"Total wheat grain","Exports, Qty","Peru","1,000 metric tons ","2021/22","MY Jun-May",304.817
"Total wheat grain","Exports, Qty","Haiti","1,000 metric tons ","2021/22","MY Jun-May",173.240928
"Total wheat grain","Exports, Qty","Jamaica","1,000 metric tons ","2021/22","MY Jun-May",165.705
"Total wheat grain","Exports, Qty","China","1,000 metric tons ","2021/22","MY Jun-May",1139.849
"Total wheat grain","Exports, Qty","El Salvador","1,000 metric tons ","2021/22","MY Jun-May",371.968
"Total wheat grain","Exports, Qty","Panama","1,000 metric tons ","2021/22","MY Jun-May",125.092
"Total wheat grain","Exports, Qty","Malaysia","1,000 metric tons ","2021/22","MY Jun-May",102.757
"Total wheat grain","Exports, Qty","Egypt","1,000 metric tons ","2021/22","MY Jun-May",130.374
"Total wheat grain","Exports, Qty","Trinidad And Tobago","1,000 metric tons ","2021/22","MY Jun-May",105.149876
"Total wheat grain","Exports, Qty","Algeria","1,000 metric tons ","2021/22","MY Jun-May",76.776
"Total wheat grain","Exports, Qty","Costa Rica","1,000 metric tons ","2021/22","MY Jun-May",102.405
"Total wheat grain","Exports, Qty","Canada","1,000 metric tons ","2021/22","MY Jun-May",183.337409
"Total wheat grain","Exports, Qty","Myanmar (Burma)","1,000 metric tons ","2021/22","MY Jun-May",58.164
"Total wheat grain","Exports, Qty","Kenya","1,000 metric tons ","2021/22","MY Jun-May",90.939659
"Total wheat grain","Exports, Qty","Guyana","1,000 metric tons ","2021/22","MY Jun-May",25.844
"Total wheat grain","Exports, Qty","Uganda","1,000 metric tons ","2021/22","MY Jun-May",7.19
"Total wheat grain","Exports, Qty","Singapore","1,000 metric tons ","2021/22","MY Jun-May",43.1
"Total wheat grain","Exports, Qty","Mozambique","1,000 metric tons ","2021/22","MY Jun-May",13.2
"Total wheat grain","Exports, Qty","St. Vincent And The Grenadines","1,000 metric tons ","2021/22","MY Jun-May",22.779
"Total wheat grain","Exports, Qty","Grenada","1,000 metric tons ","2021/22","MY Jun-May",15.809
"Total wheat grain","Exports, Qty","Barbados","1,000 metric tons ","2021/22","MY Jun-May",5.825
"Total wheat grain","Exports, Qty","United Arab Emirates","1,000 metric tons ","2021/22","MY Jun-May",48.879
"Total wheat grain","Exports, Qty","Republic Of South Africa","1,000 metric tons ","2021/22","MY Jun-May",35.796
"Total wheat grain","Exports, Qty","Belize","1,000 metric tons ","2021/22","MY Jun-May",13.373
"Total wheat grain","Exports, Qty","St. Lucia","1,000 metric tons ","2021/22","MY Jun-May",3.4
"Total wheat grain","Exports, Qty","Belgium","1,000 metric tons ","2021/22","MY Jun-May",9.499
"Total wheat grain","Exports, Qty","Hong Kong","1,000 metric tons ","2021/22","MY Jun-May",3.054
"Total wheat grain","Exports, Qty","Guadeloupe","1,000 metric tons ","2021/22","MY Jun-May",0.4
"Total wheat grain","Exports, Qty","Kuwait","1,000 metric tons ","2021/22","MY Jun-May",0.846
"Total wheat grain","Exports, Qty","Saudi Arabia","1,000 metric tons ","2021/22","MY Jun-May",2.508
"Total wheat grain","Exports, Qty","Sint Marteen","1,000 metric tons ","2021/22","MY Jun-May",0.837147
"Total wheat grain","Exports, Qty","Bangladesh","1,000 metric tons ","2021/22","MY Jun-May",0.565
"Total wheat grain","Exports, Qty","Greece","1,000 metric tons ","2021/22","MY Jun-May",0.054622
"Total wheat grain","Exports, Qty","Bahamas","1,000 metric tons ","2021/22","MY Jun-May",1.458
"Total wheat grain","Exports, Qty","British Virgin Islands","1,000 metric tons ","2021/22","MY Jun-May",0.248
"Total wheat grain","Exports, Qty","United Kingdom","1,000 metric tons ","2021/22","MY Jun-May",0.504
"Total wheat grain","Exports, Qty","Qatar","1,000 metric tons ","2021/22","MY Jun-May",2.216445
"Total wheat grain","Exports, Qty","Cayman Islands","1,000 metric tons ","2021/22","MY Jun-May",0.03
"Total wheat grain","Exports, Qty","Jordan","1,000 metric tons ","2021/22","MY Jun-May",0.00166
"Total wheat grain","Exports, Qty","Antigua & Barbuda","1,000 metric tons ","2021/22","MY Jun-May",0.034728
"Total wheat grain","Exports, Qty","Israel","1,000 metric tons ","2021/22","MY Jun-May",0.542
"Total wheat grain","Exports, Qty","Argentina","1,000 metric tons ","2021/22","MY Jun-May",0.05864
"Total wheat grain","Exports, Qty","Bermuda","1,000 metric tons ","2021/22","MY Jun-May",0.114
"Total wheat grain","Exports, Qty","Norway","1,000 metric tons ","2021/22","MY Jun-May",0.018992
"Total wheat grain","Exports, Qty","Netherlands","1,000 metric tons ","2021/22","MY Jun-May",0.214
"Total wheat grain","Exports, Qty","Iraq","1,000 metric tons ","2021/22","MY Jun-May",0.206641
"Total wheat grain","Exports, Qty","Sudan","1,000 metric tons ","2021/22","MY Jun-May",205
"Total wheat grain","Exports, Qty","Cameroon","1,000 metric tons ","2021/22","MY Jun-May",23
"Total wheat grain","Exports, Qty","Ivory Coast","1,000 metric tons ","2021/22","MY Jun-May",3.744
"Total wheat grain","Exports, Qty","Ghana","1,000 metric tons ","2021/22","MY Jun-May",29.044
"Total wheat grain","Exports, Qty","Togo","1,000 metric tons ","2021/22","MY Jun-May",2.25
"Total wheat grain","Exports, Qty","Benin","1,000 metric tons ","2021/22","MY Jun-May",0.092
"Total wheat grain","Exports, Qty","Ethiopia, United Ends 6/1993 & New Begin","1,000 metric tons ","2021/22","MY Jun-May",462.91
"Total wheat grain","Exports, Qty","Djibouti","1,000 metric tons ","2021/22","MY Jun-May",47.5
"Total wheat grain","Exports, Qty","World","1,000 metric tons ","2021/22","MY Jun-May",21150.195398
"Total wheat grain","Exports, Qty","Mexico","1,000 metric tons ","2022/23","MY Jun-May",3653.889059
"Total wheat grain","Exports, Qty","Philippines","1,000 metric tons ","2022/23","MY Jun-May",2041.055
"Total wheat grain","Exports, Qty","South Korea","1,000 metric tons ","2022/23","MY Jun-May",1206.422902
"Total wheat grain","Exports, Qty","Japan","1,000 metric tons ","2022/23","MY Jun-May",2063.555586
"Total wheat grain","Exports, Qty","Taiwan","1,000 metric tons ","2022/23","MY Jun-May",773.348193
"Total wheat grain","Exports, Qty","Thailand","1,000 metric tons ","2022/23","MY Jun-May",645.198082
"Total wheat grain","Exports, Qty","Indonesia","1,000 metric tons ","2022/23","MY Jun-May",349.402508
"Total wheat grain","Exports, Qty","Nigeria","1,000 metric tons ","2022/23","MY Jun-May",789.81
"Total wheat grain","Exports, Qty","Colombia","1,000 metric tons ","2022/23","MY Jun-May",522.665
"Total wheat grain","Exports, Qty","Vietnam","1,000 metric tons ","2022/23","MY Jun-May",353.563
"Total wheat grain","Exports, Qty","Ecuador","1,000 metric tons ","2022/23","MY Jun-May",381.489
"Total wheat grain","Exports, Qty","Dominican Republic","1,000 metric tons ","2022/23","MY Jun-May",336.866564
"Total wheat grain","Exports, Qty","Italy","1,000 metric tons ","2022/23","MY Jun-May",346.977
"Total wheat grain","Exports, Qty","Venezuela","1,000 metric tons ","2022/23","MY Jun-May",234.835
"Total wheat grain","Exports, Qty","Guatemala","1,000 metric tons ","2022/23","MY Jun-May",100.223
"Total wheat grain","Exports, Qty","Chile","1,000 metric tons ","2022/23","MY Jun-May",313.563
"Total wheat grain","Exports, Qty","Honduras","1,000 metric tons ","2022/23","MY Jun-May",334.555
"Total wheat grain","Exports, Qty","Brazil","1,000 metric tons ","2022/23","MY Jun-May",275.872
"Total wheat grain","Exports, Qty","Nicaragua","1,000 metric tons ","2022/23","MY Jun-May",78.83
"Total wheat grain","Exports, Qty","Sri Lanka","1,000 metric tons ","2022/23","MY Jun-May",19.8
"Total wheat grain","Exports, Qty","Morocco","1,000 metric tons ","2022/23","MY Jun-May",61.598
"Total wheat grain","Exports, Qty","St. Vincent And The Grenadines","1,000 metric tons ","2022/23","MY Jun-May",26.431
"Total wheat grain","Exports, Qty","Grenada","1,000 metric tons ","2022/23","MY Jun-May",30.737
"Total wheat grain","Exports, Qty","Barbados","1,000 metric tons ","2022/23","MY Jun-May",2.35
"Total wheat grain","Exports, Qty","United Arab Emirates","1,000 metric tons ","2022/23","MY Jun-May",33.988072
"Total wheat grain","Exports, Qty","Portugal","1,000 metric tons ","2022/23","MY Jun-May",22
"Total wheat grain","Exports, Qty","Republic Of South Africa","1,000 metric tons ","2022/23","MY Jun-May",21.27
"Total wheat grain","Exports, Qty","Belize","1,000 metric tons ","2022/23","MY Jun-May",22.318
"Total wheat grain","Exports, Qty","St. Lucia","1,000 metric tons ","2022/23","MY Jun-May",5.474
"Total wheat grain","Exports, Qty","Belgium","1,000 metric tons ","2022/23","MY Jun-May",0.298
"Total wheat grain","Exports, Qty","Hong Kong","1,000 metric tons ","2022/23","MY Jun-May",3.414
"Total wheat grain","Exports, Qty","Guadeloupe","1,000 metric tons ","2022/23","MY Jun-May",1.05
"Total wheat grain","Exports, Qty","Kuwait","1,000 metric tons ","2022/23","MY Jun-May",1.929
"Total wheat grain","Exports, Qty","Saudi Arabia","1,000 metric tons ","2022/23","MY Jun-May",3.198271
"Total wheat grain","Exports, Qty","Sint Marteen","1,000 metric tons ","2022/23","MY Jun-May",0.994
"Total wheat grain","Exports, Qty","Bangladesh","1,000 metric tons ","2022/23","MY Jun-May",1.524
"Total wheat grain","Exports, Qty","Oman","1,000 metric tons ","2022/23","MY Jun-May",0.041
"Total wheat grain","Exports, Qty","Bahrain","1,000 metric tons ","2022/23","MY Jun-May",0.572467
"Total wheat grain","Exports, Qty","Bahamas","1,000 metric tons ","2022/23","MY Jun-May",2.353
"Total wheat grain","Exports, Qty","British Virgin Islands","1,000 metric tons ","2022/23","MY Jun-May",0.633
"Total wheat grain","Exports, Qty","United Kingdom","1,000 metric tons ","2022/23","MY Jun-May",9
"Total wheat grain","Exports, Qty","Qatar","1,000 metric tons ","2022/23","MY Jun-May",2.087884
"Total wheat grain","Exports, Qty","Antigua & Barbuda","1,000 metric tons ","2022/23","MY Jun-May",0.001
"Total wheat grain","Exports, Qty","Israel","1,000 metric tons ","2022/23","MY Jun-May",0.113399
"Total wheat grain","Exports, Qty","Argentina","1,000 metric tons ","2022/23","MY Jun-May",0.00705
"Total wheat grain","Exports, Qty","Turks And Caicos Islands","1,000 metric tons ","2022/23","MY Jun-May",0.004536
"Total wheat grain","Exports, Qty","Bermuda","1,000 metric tons ","2022/23","MY Jun-May",0.526
"Total wheat grain","Exports, Qty","Netherlands","1,000 metric tons ","2022/23","MY Jun-May",0.074
"Total wheat grain","Exports, Qty","Austria","1,000 metric tons ","2022/23","MY Jun-May",0.057144
"Total wheat grain","Exports, Qty","Turkey","1,000 metric tons ","2022/23","MY Jun-May",52.646
"Total wheat grain","Exports, Qty","Iraq","1,000 metric tons ","2022/23","MY Jun-May",364.601
"Total wheat grain","Exports, Qty","Mongolia","1,000 metric tons ","2022/23","MY Jun-May",0.018
"Total wheat grain","Exports, Qty","Australia (No Islands), (=Old Code 6020)","1,000 metric tons ","2022/23","MY Jun-May",0.321
"Total wheat grain","Exports, Qty","Tunisia","1,000 metric tons ","2022/23","MY Jun-May",27.05
"Total wheat grain","Exports, Qty","Cameroon","1,000 metric tons ","2022/23","MY Jun-May",26.563
"Total wheat grain","Exports, Qty","Ghana","1,000 metric tons ","2022/23","MY Jun-May",46.563
"Total wheat grain","Exports, Qty","Benin","1,000 metric tons ","2022/23","MY Jun-May",0.019
"Total wheat grain","Exports, Qty","Congo (Kinshasa)","1,000 metric tons ","2022/23","MY Jun-May",2.361
"Total wheat grain","Exports, Qty","Somalia","1,000 metric tons ","2022/23","MY Jun-May",44.83
"Total wheat grain","Exports, Qty","Ethiopia, United Ends 6/1993 & New Begin","1,000 metric tons ","2022/23","MY Jun-May",677.099
"Total wheat grain","Exports, Qty","Djibouti","1,000 metric tons ","2022/23","MY Jun-May",67.771
"Total wheat grain","Exports, Qty","World","1,000 metric tons ","2022/23","MY Jun-May",20250.647473
"Total wheat grain","Exports, Qty","Yemen (Sana), Ends 9/1990 & United Begin","1,000 metric tons ","2022/23","MY Jun-May",580.388
"Total wheat grain","Exports, Qty","Peru","1,000 metric tons ","2022/23","MY Jun-May",172.844
"Total wheat grain","Exports, Qty","Haiti","1,000 metric tons ","2022/23","MY Jun-May",54.221
"Total wheat grain","Exports, Qty","Jamaica","1,000 metric tons ","2022/23","MY Jun-May",157.002
"Total wheat grain","Exports, Qty","China","1,000 metric tons ","2022/23","MY Jun-May",1474.19847
"Total wheat grain","Exports, Qty","El Salvador","1,000 metric tons ","2022/23","MY Jun-May",305.579
"Total wheat grain","Exports, Qty","Panama","1,000 metric tons ","2022/23","MY Jun-May",137.581
"Total wheat grain","Exports, Qty","Malaysia","1,000 metric tons ","2022/23","MY Jun-May",108.133158
"Total wheat grain","Exports, Qty","Egypt","1,000 metric tons ","2022/23","MY Jun-May",180.68
"Total wheat grain","Exports, Qty","Trinidad And Tobago","1,000 metric tons ","2022/23","MY Jun-May",126.911
"Total wheat grain","Exports, Qty","Algeria","1,000 metric tons ","2022/23","MY Jun-May",193.251
"Total wheat grain","Exports, Qty","Costa Rica","1,000 metric tons ","2022/23","MY Jun-May",50.614
"Total wheat grain","Exports, Qty","Canada","1,000 metric tons ","2022/23","MY Jun-May",64.409128
"Total wheat grain","Exports, Qty","Myanmar (Burma)","1,000 metric tons ","2022/23","MY Jun-May",47.46
"Total wheat grain","Exports, Qty","Spain","1,000 metric tons ","2022/23","MY Jun-May",19.07
"Total wheat grain","Exports, Qty","Tanzania","1,000 metric tons ","2022/23","MY Jun-May",65.5
"Total wheat grain","Exports, Qty","Kenya","1,000 metric tons ","2022/23","MY Jun-May",50.36
"Total wheat grain","Exports, Qty","Guyana","1,000 metric tons ","2022/23","MY Jun-May",23.511
"Total wheat grain","Exports, Qty","Uganda","1,000 metric tons ","2022/23","MY Jun-May",6.76
"Total wheat grain","Exports, Qty","Singapore","1,000 metric tons ","2022/23","MY Jun-May",46.369
"Total wheat grain","Exports, Qty","Mexico","1,000 metric tons ","2023/24","MY Jun-May",3258.022977
"Total wheat grain","Exports, Qty","Philippines","1,000 metric tons ","2023/24","MY Jun-May",2707.325
"Total wheat grain","Exports, Qty","South Korea","1,000 metric tons ","2023/24","MY Jun-May",1287.090351
"Total wheat grain","Exports, Qty","Japan","1,000 metric tons ","2023/24","MY Jun-May",1973.561712
"Total wheat grain","Exports, Qty","Taiwan","1,000 metric tons ","2023/24","MY Jun-May",1105.596176
"Total wheat grain","Exports, Qty","Thailand","1,000 metric tons ","2023/24","MY Jun-May",460.431
"Total wheat grain","Exports, Qty","Indonesia","1,000 metric tons ","2023/24","MY Jun-May",418.420772
"Total wheat grain","Exports, Qty","Nigeria","1,000 metric tons ","2023/24","MY Jun-May",245.325
"Total wheat grain","Exports, Qty","Colombia","1,000 metric tons ","2023/24","MY Jun-May",489.814
"Total wheat grain","Exports, Qty","Vietnam","1,000 metric tons ","2023/24","MY Jun-May",419.562
"Total wheat grain","Exports, Qty","Ecuador","1,000 metric tons ","2023/24","MY Jun-May",146.806
"Total wheat grain","Exports, Qty","Dominican Republic","1,000 metric tons ","2023/24","MY Jun-May",339.575519
"Total wheat grain","Exports, Qty","Italy","1,000 metric tons ","2023/24","MY Jun-May",300.354
"Total wheat grain","Exports, Qty","Venezuela","1,000 metric tons ","2023/24","MY Jun-May",151.36716
"Total wheat grain","Exports, Qty","Guatemala","1,000 metric tons ","2023/24","MY Jun-May",99.531
"Total wheat grain","Exports, Qty","Chile","1,000 metric tons ","2023/24","MY Jun-May",320.324
"Total wheat grain","Exports, Qty","Honduras","1,000 metric tons ","2023/24","MY Jun-May",257.32
"Total wheat grain","Exports, Qty","Brazil","1,000 metric tons ","2023/24","MY Jun-May",143.983945
"Total wheat grain","Exports, Qty","Nicaragua","1,000 metric tons ","2023/24","MY Jun-May",98.02
"Total wheat grain","Exports, Qty","Yemen (Sana), Ends 9/1990 & United Begin","1,000 metric tons ","2023/24","MY Jun-May",278.74
"Total wheat grain","Exports, Qty","Peru","1,000 metric tons ","2023/24","MY Jun-May",186.286
"Total wheat grain","Exports, Qty","Haiti","1,000 metric tons ","2023/24","MY Jun-May",104.365902
"Total wheat grain","Exports, Qty","Jamaica","1,000 metric tons ","2023/24","MY Jun-May",155.244
"Total wheat grain","Exports, Qty","China","1,000 metric tons ","2023/24","MY Jun-May",2183.114755
"Total wheat grain","Exports, Qty","El Salvador","1,000 metric tons ","2023/24","MY Jun-May",145.652
"Total wheat grain","Exports, Qty","Panama","1,000 metric tons ","2023/24","MY Jun-May",104.425
"Total wheat grain","Exports, Qty","Malaysia","1,000 metric tons ","2023/24","MY Jun-May",134.973
"Total wheat grain","Exports, Qty","Egypt","1,000 metric tons ","2023/24","MY Jun-May",92.373455
"Total wheat grain","Exports, Qty","Trinidad And Tobago","1,000 metric tons ","2023/24","MY Jun-May",41.447
"Total wheat grain","Exports, Qty","Algeria","1,000 metric tons ","2023/24","MY Jun-May",309.233
"Total wheat grain","Exports, Qty","Costa Rica","1,000 metric tons ","2023/24","MY Jun-May",73.159
"Total wheat grain","Exports, Qty","Canada","1,000 metric tons ","2023/24","MY Jun-May",64.935973
"Total wheat grain","Exports, Qty","Myanmar (Burma)","1,000 metric tons ","2023/24","MY Jun-May",49.735
"Total wheat grain","Exports, Qty","Spain","1,000 metric tons ","2023/24","MY Jun-May",41.233
"Total wheat grain","Exports, Qty","Tanzania","1,000 metric tons ","2023/24","MY Jun-May",48.6
"Total wheat grain","Exports, Qty","Guyana","1,000 metric tons ","2023/24","MY Jun-May",22.371
"Total wheat grain","Exports, Qty","Singapore","1,000 metric tons ","2023/24","MY Jun-May",70.716
"Total wheat grain","Exports, Qty","Mozambique","1,000 metric tons ","2023/24","MY Jun-May",22.891
"Total wheat grain","Exports, Qty","Morocco","1,000 metric tons ","2023/24","MY Jun-May",28.792
"Total wheat grain","Exports, Qty","Mauritania","1,000 metric tons ","2023/24","MY Jun-May",27.5
"Total wheat grain","Exports, Qty","St. Vincent And The Grenadines","1,000 metric tons ","2023/24","MY Jun-May",21.895
