Commodity_Desc,Commodity_Desc2,Attribute_Desc,Geography_Desc,Unit_Desc,Marketing_Year,Timeperiod_Desc,Amount
"All wheat products","All Wheat","Exports, Qty","World","1,000 grain-equivalent bushels","1993/94","Jun",110.307298579467
"All wheat grain","All Wheat","Exports, Qty","World","1,000 grain-equivalent bushels","1993/94","Jun",85873.6099619055
"Durum semolina and flour","Durum","Exports, Qty","World","1,000 grain-equivalent bushels","1993/94","Jun",49.9700348862113
"Total all wheat","All Wheat","Exports, Qty","World","1,000 grain-equivalent bushels","1993/94","Jun",90392.1184575158
"Total all wheat","All Wheat","Exports, Qty","World","1,000 grain-equivalent bushels","1993/94","Mar",103128.026111948
"Durum semolina and flour","Durum","Exports, Qty","World","1,000 grain-equivalent bushels","1993/94","Mar",54.928666502769
"All wheat grain","All Wheat","Exports, Qty","World","1,000 grain-equivalent bushels","1993/94","Mar",96872.0431501914
"All wheat products","All Wheat","Exports, Qty","World","1,000 grain-equivalent bushels","1993/94","Mar",157.305340821516
"Durum grain","Durum","Exports, Qty","World","1,000 grain-equivalent bushels","1993/94","Mar",3531.8779314
"Durum pasta and couscous","Durum","Exports, Qty","World","1,000 grain-equivalent bushels","1993/94","Mar",123.555898673721
"All wheat flour","All Wheat","Exports, Qty","World","1,000 grain-equivalent bushels","1993/94","Mar",6098.67762093488
"Durum total","Durum","Exports, Qty","World","1,000 grain-equivalent bushels","1993/94","Mar",3710.36249657649
"Durum total","Durum","Exports, Qty","World","1,000 grain-equivalent bushels","1993/94","May",4698.53770548181
"All wheat flour","All Wheat","Exports, Qty","World","1,000 grain-equivalent bushels","1993/94","May",3429.87493315637
"Durum pasta and couscous","Durum","Exports, Qty","World","1,000 grain-equivalent bushels","1993/94","May",109.922100963121
"Durum grain","Durum","Exports, Qty","World","1,000 grain-equivalent bushels","1993/94","May",4526.7136089
"All wheat products","All Wheat","Exports, Qty","World","1,000 grain-equivalent bushels","1993/94","May",199.268292765503
"All wheat grain","All Wheat","Exports, Qty","World","1,000 grain-equivalent bushels","1993/94","May",82838.4879315
"Durum semolina and flour","Durum","Exports, Qty","World","1,000 grain-equivalent bushels","1993/94","May",61.9019956186849
"Total all wheat","All Wheat","Exports, Qty","World","1,000 grain-equivalent bushels","1993/94","May",86467.6311574219
"Total all wheat","All Wheat","Exports, Qty","World","1,000 grain-equivalent bushels","1993/94","MY Jun-May",1227822.27797058
"Durum semolina and flour","Durum","Exports, Qty","World","1,000 grain-equivalent bushels","1993/94","MY Jun-May",463.511181900337
"All wheat grain","All Wheat","Exports, Qty","World","1,000 grain-equivalent bushels","1993/94","MY Jun-May",1178059.32841332
"All wheat products","All Wheat","Exports, Qty","World","1,000 grain-equivalent bushels","1993/94","MY Jun-May",1729.47986119541
"Durum grain","Durum","Exports, Qty","World","1,000 grain-equivalent bushels","1993/94","MY Jun-May",47807.9996142126
"Durum pasta and couscous","Durum","Exports, Qty","World","1,000 grain-equivalent bushels","1993/94","MY Jun-May",1080.61472905277
"All wheat flour","All Wheat","Exports, Qty","World","1,000 grain-equivalent bushels","1993/94","MY Jun-May",48033.4696960698
"Durum total","Durum","Exports, Qty","World","1,000 grain-equivalent bushels","1993/94","MY Jun-May",49352.1255251657
"Durum total","Durum","Exports, Qty","World","1,000 grain-equivalent bushels","1993/94","Nov",4391.02294770494
"All wheat flour","All Wheat","Exports, Qty","World","1,000 grain-equivalent bushels","1993/94","Nov",3415.52532451311
"Durum pasta and couscous","Durum","Exports, Qty","World","1,000 grain-equivalent bushels","1993/94","Nov",75.531480591878
"Durum grain","Durum","Exports, Qty","World","1,000 grain-equivalent bushels","1993/94","Nov",4289.4227943
"All wheat products","All Wheat","Exports, Qty","World","1,000 grain-equivalent bushels","1993/94","Nov",121.205421001577
"All wheat grain","All Wheat","Exports, Qty","World","1,000 grain-equivalent bushels","1993/94","Nov",112666.905129811
"Durum semolina and flour","Durum","Exports, Qty","World","1,000 grain-equivalent bushels","1993/94","Nov",26.0686728130595
"Total all wheat","All Wheat","Exports, Qty","World","1,000 grain-equivalent bushels","1993/94","Nov",116203.635875326
"Total all wheat","All Wheat","Exports, Qty","World","1,000 grain-equivalent bushels","1993/94","Oct",104547.817468726
"Durum semolina and flour","Durum","Exports, Qty","World","1,000 grain-equivalent bushels","1993/94","Oct",38.9934115001411
"All wheat grain","All Wheat","Exports, Qty","World","1,000 grain-equivalent bushels","1993/94","Oct",100617.784149815
"All wheat products","All Wheat","Exports, Qty","World","1,000 grain-equivalent bushels","1993/94","Oct",90.4394713118885
"Durum grain","Durum","Exports, Qty","World","1,000 grain-equivalent bushels","1993/94","Oct",2157.2593707
"Durum pasta and couscous","Durum","Exports, Qty","World","1,000 grain-equivalent bushels","1993/94","Oct",68.0912485216721
"All wheat flour","All Wheat","Exports, Qty","World","1,000 grain-equivalent bushels","1993/94","Oct",3839.59384759861
"Durum total","Durum","Exports, Qty","World","1,000 grain-equivalent bushels","1993/94","Oct",2264.34403072181
"Durum total","Durum","Exports, Qty","World","1,000 grain-equivalent bushels","1993/94","Q1 Jun-Aug",10339.3381517944
"All wheat flour","All Wheat","Exports, Qty","World","1,000 grain-equivalent bushels","1993/94","Q1 Jun-Aug",10012.1929658879
"Durum pasta and couscous","Durum","Exports, Qty","World","1,000 grain-equivalent bushels","1993/94","Q1 Jun-Aug",216.130985354896
"Durum grain","Durum","Exports, Qty","World","1,000 grain-equivalent bushels","1993/94","Q1 Jun-Aug",9978.6335838
"All wheat products","All Wheat","Exports, Qty","World","1,000 grain-equivalent bushels","1993/94","Q1 Jun-Aug",424.626577675207
"All wheat grain","All Wheat","Exports, Qty","World","1,000 grain-equivalent bushels","1993/94","Q1 Jun-Aug",290226.346806163
"Durum semolina and flour","Durum","Exports, Qty","World","1,000 grain-equivalent bushels","1993/94","Q1 Jun-Aug",144.57358263947
"Total all wheat","All Wheat","Exports, Qty","World","1,000 grain-equivalent bushels","1993/94","Q1 Jun-Aug",300663.166349726
"Total all wheat","All Wheat","Exports, Qty","World","1,000 grain-equivalent bushels","1993/94","Q2 Sep-Nov",329246.432161219
"Durum semolina and flour","Durum","Exports, Qty","World","1,000 grain-equivalent bushels","1993/94","Q2 Sep-Nov",113.351092907183
"All wheat grain","All Wheat","Exports, Qty","World","1,000 grain-equivalent bushels","1993/94","Q2 Sep-Nov",318008.180259057
"All wheat products","All Wheat","Exports, Qty","World","1,000 grain-equivalent bushels","1993/94","Q2 Sep-Nov",341.438258919668
"Durum grain","Durum","Exports, Qty","World","1,000 grain-equivalent bushels","1993/94","Q2 Sep-Nov",8836.124976
"Durum pasta and couscous","Durum","Exports, Qty","World","1,000 grain-equivalent bushels","1993/94","Q2 Sep-Nov",202.073794310255
"All wheat flour","All Wheat","Exports, Qty","World","1,000 grain-equivalent bushels","1993/94","Q2 Sep-Nov",10896.8136432426
"Durum total","Durum","Exports, Qty","World","1,000 grain-equivalent bushels","1993/94","Q2 Sep-Nov",9151.54986321744
"Durum total","Durum","Exports, Qty","World","1,000 grain-equivalent bushels","1993/94","Q3 Dec-Feb",17395.2423149826
"All wheat flour","All Wheat","Exports, Qty","World","1,000 grain-equivalent bushels","1993/94","Q3 Dec-Feb",13397.4686468747
"Durum pasta and couscous","Durum","Exports, Qty","World","1,000 grain-equivalent bushels","1993/94","Q3 Dec-Feb",289.134825883943
"Durum grain","Durum","Exports, Qty","World","1,000 grain-equivalent bushels","1993/94","Q3 Dec-Feb",17026.5529119
"All wheat products","All Wheat","Exports, Qty","World","1,000 grain-equivalent bushels","1993/94","Q3 Dec-Feb",394.556739011234
"All wheat grain","All Wheat","Exports, Qty","World","1,000 grain-equivalent bushels","1993/94","Q3 Dec-Feb",318538.883884943
"Durum semolina and flour","Durum","Exports, Qty","World","1,000 grain-equivalent bushels","1993/94","Q3 Dec-Feb",79.5545771986539
"Total all wheat","All Wheat","Exports, Qty","World","1,000 grain-equivalent bushels","1993/94","Q3 Dec-Feb",332330.909270829
"Total all wheat","All Wheat","Exports, Qty","World","1,000 grain-equivalent bushels","1993/94","Q4 Mar-May",265581.770188808
"Durum semolina and flour","Durum","Exports, Qty","World","1,000 grain-equivalent bushels","1993/94","Q4 Mar-May",126.03192915503
"All wheat grain","All Wheat","Exports, Qty","World","1,000 grain-equivalent bushels","1993/94","Q4 Mar-May",251285.917463154
"All wheat products","All Wheat","Exports, Qty","World","1,000 grain-equivalent bushels","1993/94","Q4 Mar-May",568.858285589302
"Durum grain","Durum","Exports, Qty","World","1,000 grain-equivalent bushels","1993/94","Q4 Mar-May",11966.6881425126
"Durum pasta and couscous","Durum","Exports, Qty","World","1,000 grain-equivalent bushels","1993/94","Q4 Mar-May",373.275123503679
"All wheat flour","All Wheat","Exports, Qty","World","1,000 grain-equivalent bushels","1993/94","Q4 Mar-May",13726.9944400646
"Durum total","Durum","Exports, Qty","World","1,000 grain-equivalent bushels","1993/94","Q4 Mar-May",12465.9951951713
"Durum total","Durum","Exports, Qty","World","1,000 grain-equivalent bushels","1993/94","Sep",2496.18288479069
"All wheat flour","All Wheat","Exports, Qty","World","1,000 grain-equivalent bushels","1993/94","Sep",3641.69447113092
"Durum pasta and couscous","Durum","Exports, Qty","World","1,000 grain-equivalent bushels","1993/94","Sep",58.4510651967047
"Durum grain","Durum","Exports, Qty","World","1,000 grain-equivalent bushels","1993/94","Sep",2389.442811
"All wheat products","All Wheat","Exports, Qty","World","1,000 grain-equivalent bushels","1993/94","Sep",129.793366606202
"All wheat grain","All Wheat","Exports, Qty","World","1,000 grain-equivalent bushels","1993/94","Sep",104723.49097943
"Durum semolina and flour","Durum","Exports, Qty","World","1,000 grain-equivalent bushels","1993/94","Sep",48.2890085939822
"Total all wheat","All Wheat","Exports, Qty","World","1,000 grain-equivalent bushels","1993/94","Sep",108494.978817168
"Total all wheat","All Wheat","Exports, Qty","World","1,000 grain-equivalent bushels","1994/95","Apr",92305.0146042038
"Durum semolina and flour","Durum","Exports, Qty","World","1,000 grain-equivalent bushels","1994/95","Apr",20.0608806000968
"All wheat products","All Wheat","Exports, Qty","World","1,000 grain-equivalent bushels","1994/95","Apr",108.714872999365
"Durum grain","Durum","Exports, Qty","World","1,000 grain-equivalent bushels","1994/95","Apr",5206.7517886881
"All wheat grain","All Wheat","Exports, Qty","World","1,000 grain-equivalent bushels","1994/95","Apr",85250.9572109286
"Durum pasta and couscous","Durum","Exports, Qty","World","1,000 grain-equivalent bushels","1994/95","Apr",85.112767506254
"All wheat flour","All Wheat","Exports, Qty","World","1,000 grain-equivalent bushels","1994/95","Apr",6945.34252027579
"Durum total","Durum","Exports, Qty","World","1,000 grain-equivalent bushels","1994/95","Apr",5311.92543679445
"Durum total","Durum","Exports, Qty","World","1,000 grain-equivalent bushels","1994/95","Aug",1687.06187327912
"All wheat flour","All Wheat","Exports, Qty","World","1,000 grain-equivalent bushels","1994/95","Aug",5635.97096518004
"Durum pasta and couscous","Durum","Exports, Qty","World","1,000 grain-equivalent bushels","1994/95","Aug",120.237017879115
"Durum grain","Durum","Exports, Qty","World","1,000 grain-equivalent bushels","1994/95","Aug",1566.8248554
"All wheat products","All Wheat","Exports, Qty","World","1,000 grain-equivalent bushels","1994/95","Aug",172.850165685191
"All wheat grain","All Wheat","Exports, Qty","World","1,000 grain-equivalent bushels","1994/95","Aug",103941.306709903
"Total all wheat","All Wheat","Exports, Qty","World","1,000 grain-equivalent bushels","1994/95","Aug",109750.127840768
"Total all wheat","All Wheat","Exports, Qty","World","1,000 grain-equivalent bushels","1994/95","Dec",109020.333121347
"Durum semolina and flour","Durum","Exports, Qty","World","1,000 grain-equivalent bushels","1994/95","Dec",18.466898970597
"All wheat products","All Wheat","Exports, Qty","World","1,000 grain-equivalent bushels","1994/95","Dec",147.311651697709
"Durum grain","Durum","Exports, Qty","World","1,000 grain-equivalent bushels","1994/95","Dec",2855.0952801756
"All wheat grain","All Wheat","Exports, Qty","World","1,000 grain-equivalent bushels","1994/95","Dec",104138.630373189
"Durum pasta and couscous","Durum","Exports, Qty","World","1,000 grain-equivalent bushels","1994/95","Dec",106.066306195942
"All wheat flour","All Wheat","Exports, Qty","World","1,000 grain-equivalent bushels","1994/95","Dec",4734.39109646031
"Durum total","Durum","Exports, Qty","World","1,000 grain-equivalent bushels","1994/95","Dec",2979.62848534214
"Durum total","Durum","Exports, Qty","World","1,000 grain-equivalent bushels","1994/95","Feb",4720.54411897836
"All wheat flour","All Wheat","Exports, Qty","World","1,000 grain-equivalent bushels","1994/95","Feb",7085.22788859739
"Durum pasta and couscous","Durum","Exports, Qty","World","1,000 grain-equivalent bushels","1994/95","Feb",109.270339456172
"All wheat grain","All Wheat","Exports, Qty","World","1,000 grain-equivalent bushels","1994/95","Feb",97477.7337232188
"Durum grain","Durum","Exports, Qty","World","1,000 grain-equivalent bushels","1994/95","Feb",4559.8609825188
"All wheat products","All Wheat","Exports, Qty","World","1,000 grain-equivalent bushels","1994/95","Feb",135.983753489584
"Durum semolina and flour","Durum","Exports, Qty","World","1,000 grain-equivalent bushels","1994/95","Feb",51.4127970033858
"Total all wheat","All Wheat","Exports, Qty","World","1,000 grain-equivalent bushels","1994/95","Feb",104698.945365306
"Total all wheat","All Wheat","Exports, Qty","World","1,000 grain-equivalent bushels","1994/95","Jan",96652.4550353643
"Durum semolina and flour","Durum","Exports, Qty","World","1,000 grain-equivalent bushels","1994/95","Jan",131.574216141111
"All wheat products","All Wheat","Exports, Qty","World","1,000 grain-equivalent bushels","1994/95","Jan",111.533489287034
"Durum grain","Durum","Exports, Qty","World","1,000 grain-equivalent bushels","1994/95","Jan",3940.9667078712
"All wheat grain","All Wheat","Exports, Qty","World","1,000 grain-equivalent bushels","1994/95","Jan",93735.4779737712
"Durum pasta and couscous","Durum","Exports, Qty","World","1,000 grain-equivalent bushels","1994/95","Jan",90.7635187898926
"All wheat flour","All Wheat","Exports, Qty","World","1,000 grain-equivalent bushels","1994/95","Jan",2805.44357230609
"Durum total","Durum","Exports, Qty","World","1,000 grain-equivalent bushels","1994/95","Jan",4163.3044428022
"Durum total","Durum","Exports, Qty","World","1,000 grain-equivalent bushels","1994/95","Jul",1887.18495303167
"All wheat flour","All Wheat","Exports, Qty","World","1,000 grain-equivalent bushels","1994/95","Jul",6824.33669619599
"Durum pasta and couscous","Durum","Exports, Qty","World","1,000 grain-equivalent bushels","1994/95","Jul",71.5793314312774
"Durum grain","Durum","Exports, Qty","World","1,000 grain-equivalent bushels","1994/95","Jul",1810.1416368
"All wheat products","All Wheat","Exports, Qty","World","1,000 grain-equivalent bushels","1994/95","Jul",222.729392141986
"All wheat grain","All Wheat","Exports, Qty","World","1,000 grain-equivalent bushels","1994/95","Jul",66313.927449
"Durum semolina and flour","Durum","Exports, Qty","World","1,000 grain-equivalent bushels","1994/95","Jul",5.46398480039458
"Total all wheat","All Wheat","Exports, Qty","World","1,000 grain-equivalent bushels","1994/95","Jul",73360.993537338
"Total all wheat","All Wheat","Exports, Qty","World","1,000 grain-equivalent bushels","1994/95","Jun",76514.4499477955
"Durum semolina and flour","Durum","Exports, Qty","World","1,000 grain-equivalent bushels","1994/95","Jun",34.5429838751516
"All wheat grain","All Wheat","Exports, Qty","World","1,000 grain-equivalent bushels","1994/95","Jun",73363.629213987
"All wheat products","All Wheat","Exports, Qty","World","1,000 grain-equivalent bushels","1994/95","Jun",229.041528741065
"Durum grain","Durum","Exports, Qty","World","1,000 grain-equivalent bushels","1994/95","Jun",3390.4881738
"Durum pasta and couscous","Durum","Exports, Qty","World","1,000 grain-equivalent bushels","1994/95","Jun",120.606201365966
"All wheat flour","All Wheat","Exports, Qty","World","1,000 grain-equivalent bushels","1994/95","Jun",2921.77920506745
"Durum total","Durum","Exports, Qty","World","1,000 grain-equivalent bushels","1994/95","Jun",3545.63735904112
"Durum total","Durum","Exports, Qty","World","1,000 grain-equivalent bushels","1994/95","Mar",2426.32095441256
"All wheat flour","All Wheat","Exports, Qty","World","1,000 grain-equivalent bushels","1994/95","Mar",7617.09932326709
"Durum pasta and couscous","Durum","Exports, Qty","World","1,000 grain-equivalent bushels","1994/95","Mar",112.624473743885
"Durum grain","Durum","Exports, Qty","World","1,000 grain-equivalent bushels","1994/95","Mar",2281.9172598621
"All wheat grain","All Wheat","Exports, Qty","World","1,000 grain-equivalent bushels","1994/95","Mar",98876.3278788621
"All wheat products","All Wheat","Exports, Qty","World","1,000 grain-equivalent bushels","1994/95","Mar",137.48260264108
"Durum semolina and flour","Durum","Exports, Qty","World","1,000 grain-equivalent bushels","1994/95","Mar",31.7792208065709
"Total all wheat","All Wheat","Exports, Qty","World","1,000 grain-equivalent bushels","1994/95","Mar",106630.90980477
"Total all wheat","All Wheat","Exports, Qty","World","1,000 grain-equivalent bushels","1994/95","May",81119.8937729468
"Durum semolina and flour","Durum","Exports, Qty","World","1,000 grain-equivalent bushels","1994/95","May",14.2615141079343
"All wheat products","All Wheat","Exports, Qty","World","1,000 grain-equivalent bushels","1994/95","May",109.071373985162
"All wheat grain","All Wheat","Exports, Qty","World","1,000 grain-equivalent bushels","1994/95","May",75006.2919271323
"Durum grain","Durum","Exports, Qty","World","1,000 grain-equivalent bushels","1994/95","May",2845.3586406
"Durum pasta and couscous","Durum","Exports, Qty","World","1,000 grain-equivalent bushels","1994/95","May",84.768481300666
"All wheat flour","All Wheat","Exports, Qty","World","1,000 grain-equivalent bushels","1994/95","May",6004.53047182931
"Durum total","Durum","Exports, Qty","World","1,000 grain-equivalent bushels","1994/95","May",2944.3886360086
"Durum total","Durum","Exports, Qty","World","1,000 grain-equivalent bushels","1994/95","MY Jun-May",40392.433098524
"All wheat flour","All Wheat","Exports, Qty","World","1,000 grain-equivalent bushels","1994/95","MY Jun-May",61807.0813422366
"Durum pasta and couscous","Durum","Exports, Qty","World","1,000 grain-equivalent bushels","1994/95","MY Jun-May",1207.91650852855
"Durum grain","Durum","Exports, Qty","World","1,000 grain-equivalent bushels","1994/95","MY Jun-May",38820.5704382727
"All wheat grain","All Wheat","Exports, Qty","World","1,000 grain-equivalent bushels","1994/95","MY Jun-May",1124657.05138452
"All wheat products","All Wheat","Exports, Qty","World","1,000 grain-equivalent bushels","1994/95","MY Jun-May",1790.62646667231
"Durum semolina and flour","Durum","Exports, Qty","World","1,000 grain-equivalent bushels","1994/95","MY Jun-May",363.946151722789
"Total all wheat","All Wheat","Exports, Qty","World","1,000 grain-equivalent bushels","1994/95","MY Jun-May",1188254.75919343
"Total all wheat","All Wheat","Exports, Qty","World","1,000 grain-equivalent bushels","1994/95","Nov",112410.875235197
"Durum semolina and flour","Durum","Exports, Qty","World","1,000 grain-equivalent bushels","1994/95","Nov",37.9028191647077
"All wheat products","All Wheat","Exports, Qty","World","1,000 grain-equivalent bushels","1994/95","Nov",141.283940769068
"All wheat grain","All Wheat","Exports, Qty","World","1,000 grain-equivalent bushels","1994/95","Nov",107548.539723574
"Durum grain","Durum","Exports, Qty","World","1,000 grain-equivalent bushels","1994/95","Nov",2374.9895663739
"Durum pasta and couscous","Durum","Exports, Qty","World","1,000 grain-equivalent bushels","1994/95","Nov",104.996145143453
"All wheat flour","All Wheat","Exports, Qty","World","1,000 grain-equivalent bushels","1994/95","Nov",4721.05157085358
"Durum total","Durum","Exports, Qty","World","1,000 grain-equivalent bushels","1994/95","Nov",2517.88853068206
"Durum total","Durum","Exports, Qty","World","1,000 grain-equivalent bushels","1994/95","Oct",3341.23786847901
"All wheat flour","All Wheat","Exports, Qty","World","1,000 grain-equivalent bushels","1994/95","Oct",3104.7382823406
"Durum pasta and couscous","Durum","Exports, Qty","World","1,000 grain-equivalent bushels","1994/95","Oct",111.776897843174
"Durum grain","Durum","Exports, Qty","World","1,000 grain-equivalent bushels","1994/95","Oct",3210.980134383
"All wheat grain","All Wheat","Exports, Qty","World","1,000 grain-equivalent bushels","1994/95","Oct",101449.708072083
"All wheat products","All Wheat","Exports, Qty","World","1,000 grain-equivalent bushels","1994/95","Oct",144.961846157493
"Durum semolina and flour","Durum","Exports, Qty","World","1,000 grain-equivalent bushels","1994/95","Oct",18.480836252839
"Total all wheat","All Wheat","Exports, Qty","World","1,000 grain-equivalent bushels","1994/95","Oct",104699.408200581
"Total all wheat","All Wheat","Exports, Qty","World","1,000 grain-equivalent bushels","1994/95","Q1 Jun-Aug",259625.571325902
"Durum semolina and flour","Durum","Exports, Qty","World","1,000 grain-equivalent bushels","1994/95","Q1 Jun-Aug",40.0069686755462
"All wheat products","All Wheat","Exports, Qty","World","1,000 grain-equivalent bushels","1994/95","Q1 Jun-Aug",624.621086568242
"All wheat grain","All Wheat","Exports, Qty","World","1,000 grain-equivalent bushels","1994/95","Q1 Jun-Aug",243618.86337289
"Durum grain","Durum","Exports, Qty","World","1,000 grain-equivalent bushels","1994/95","Q1 Jun-Aug",6767.454666
"Durum pasta and couscous","Durum","Exports, Qty","World","1,000 grain-equivalent bushels","1994/95","Q1 Jun-Aug",312.422550676359
"All wheat flour","All Wheat","Exports, Qty","World","1,000 grain-equivalent bushels","1994/95","Q1 Jun-Aug",15382.0868664435
"Durum total","Durum","Exports, Qty","World","1,000 grain-equivalent bushels","1994/95","Q1 Jun-Aug",7119.88418535191
"Durum total","Durum","Exports, Qty","World","1,000 grain-equivalent bushels","1994/95","Q2 Sep-Nov",10726.4368388338
"All wheat flour","All Wheat","Exports, Qty","World","1,000 grain-equivalent bushels","1994/95","Q2 Sep-Nov",11232.9596030571
"Durum pasta and couscous","Durum","Exports, Qty","World","1,000 grain-equivalent bushels","1994/95","Q2 Sep-Nov",306.888070859376
"Durum grain","Durum","Exports, Qty","World","1,000 grain-equivalent bushels","1994/95","Q2 Sep-Nov",10363.1651125569
"All wheat grain","All Wheat","Exports, Qty","World","1,000 grain-equivalent bushels","1994/95","Q2 Sep-Nov",326552.768924529
"All wheat products","All Wheat","Exports, Qty","World","1,000 grain-equivalent bushels","1994/95","Q2 Sep-Nov",415.907636004136
"Durum semolina and flour","Durum","Exports, Qty","World","1,000 grain-equivalent bushels","1994/95","Q2 Sep-Nov",56.3836554175467
"Total all wheat","All Wheat","Exports, Qty","World","1,000 grain-equivalent bushels","1994/95","Q2 Sep-Nov",338201.63616359
"Total all wheat","All Wheat","Exports, Qty","World","1,000 grain-equivalent bushels","1994/95","Q3 Dec-Feb",310371.733522017
"Durum semolina and flour","Durum","Exports, Qty","World","1,000 grain-equivalent bushels","1994/95","Q3 Dec-Feb",201.453912115094
"All wheat products","All Wheat","Exports, Qty","World","1,000 grain-equivalent bushels","1994/95","Q3 Dec-Feb",394.828894474327
"All wheat grain","All Wheat","Exports, Qty","World","1,000 grain-equivalent bushels","1994/95","Q3 Dec-Feb",295351.842070179
"Durum grain","Durum","Exports, Qty","World","1,000 grain-equivalent bushels","1994/95","Q3 Dec-Feb",11355.9229705656
"Durum pasta and couscous","Durum","Exports, Qty","World","1,000 grain-equivalent bushels","1994/95","Q3 Dec-Feb",306.100164442007
"All wheat flour","All Wheat","Exports, Qty","World","1,000 grain-equivalent bushels","1994/95","Q3 Dec-Feb",14625.0625573638
"Durum total","Durum","Exports, Qty","World","1,000 grain-equivalent bushels","1994/95","Q3 Dec-Feb",11863.4770471227
"Durum total","Durum","Exports, Qty","World","1,000 grain-equivalent bushels","1994/95","Q4 Mar-May",10682.6350272156
"All wheat flour","All Wheat","Exports, Qty","World","1,000 grain-equivalent bushels","1994/95","Q4 Mar-May",20566.9723153722
"Durum pasta and couscous","Durum","Exports, Qty","World","1,000 grain-equivalent bushels","1994/95","Q4 Mar-May",282.505722550805
"Durum grain","Durum","Exports, Qty","World","1,000 grain-equivalent bushels","1994/95","Q4 Mar-May",10334.0276891502
"All wheat grain","All Wheat","Exports, Qty","World","1,000 grain-equivalent bushels","1994/95","Q4 Mar-May",259133.577016923
"All wheat products","All Wheat","Exports, Qty","World","1,000 grain-equivalent bushels","1994/95","Q4 Mar-May",355.268849625607
"Durum semolina and flour","Durum","Exports, Qty","World","1,000 grain-equivalent bushels","1994/95","Q4 Mar-May",66.1016155146021
"Total all wheat","All Wheat","Exports, Qty","World","1,000 grain-equivalent bushels","1994/95","Q4 Mar-May",280055.818181921
"Total all wheat","All Wheat","Exports, Qty","World","1,000 grain-equivalent bushels","1994/95","Sep",121091.352727813
"All wheat products","All Wheat","Exports, Qty","World","1,000 grain-equivalent bushels","1994/95","Sep",129.661849077575
"All wheat grain","All Wheat","Exports, Qty","World","1,000 grain-equivalent bushels","1994/95","Sep",117554.521128872
"Durum grain","Durum","Exports, Qty","World","1,000 grain-equivalent bushels","1994/95","Sep",4777.1954118
"Durum pasta and couscous","Durum","Exports, Qty","World","1,000 grain-equivalent bushels","1994/95","Sep",90.1150278727501
"All wheat flour","All Wheat","Exports, Qty","World","1,000 grain-equivalent bushels","1994/95","Sep",3407.16974986291
"Durum total","Durum","Exports, Qty","World","1,000 grain-equivalent bushels","1994/95","Sep",4867.31043967275
"Durum total","Durum","Exports, Qty","World","1,000 grain-equivalent bushels","1995/96","Apr",1699.50749879306
"All wheat flour","All Wheat","Exports, Qty","World","1,000 grain-equivalent bushels","1995/96","Apr",2415.37368049044
"Durum semolina and flour","Durum","Exports, Qty","World","1,000 grain-equivalent bushels","1995/96","Apr",12.5421602895398
"Durum pasta and couscous","Durum","Exports, Qty","World","1,000 grain-equivalent bushels","1995/96","Apr",95.4598500446214
"Durum grain","Durum","Exports, Qty","World","1,000 grain-equivalent bushels","1995/96","Apr",1591.5054884589
"All wheat grain","All Wheat","Exports, Qty","World","1,000 grain-equivalent bushels","1995/96","Apr",90373.2794727315
"All wheat products","All Wheat","Exports, Qty","World","1,000 grain-equivalent bushels","1995/96","Apr",130.457637585917
"Total all wheat","All Wheat","Exports, Qty","World","1,000 grain-equivalent bushels","1995/96","Apr",92919.1107908079
"Total all wheat","All Wheat","Exports, Qty","World","1,000 grain-equivalent bushels","1995/96","Aug",127463.089937342
"Durum semolina and flour","Durum","Exports, Qty","World","1,000 grain-equivalent bushels","1995/96","Aug",29.4442192207793
"All wheat products","All Wheat","Exports, Qty","World","1,000 grain-equivalent bushels","1995/96","Aug",146.187093538171
"All wheat grain","All Wheat","Exports, Qty","World","1,000 grain-equivalent bushels","1995/96","Aug",119796.590507471
"Durum grain","Durum","Exports, Qty","World","1,000 grain-equivalent bushels","1995/96","Aug",1914.1764262068
"Durum pasta and couscous","Durum","Exports, Qty","World","1,000 grain-equivalent bushels","1995/96","Aug",112.879690817635
"All wheat flour","All Wheat","Exports, Qty","World","1,000 grain-equivalent bushels","1995/96","Aug",7520.31233633257
"Durum total","Durum","Exports, Qty","World","1,000 grain-equivalent bushels","1995/96","Aug",2056.50033624521
"Durum total","Durum","Exports, Qty","World","1,000 grain-equivalent bushels","1995/96","Dec",2690.00403799104
"All wheat flour","All Wheat","Exports, Qty","World","1,000 grain-equivalent bushels","1995/96","Dec",3457.65058987277
"Durum semolina and flour","Durum","Exports, Qty","World","1,000 grain-equivalent bushels","1995/96","Dec",18.4748812322447
"Durum pasta and couscous","Durum","Exports, Qty","World","1,000 grain-equivalent bushels","1995/96","Dec",134.102453525696
"Durum grain","Durum","Exports, Qty","World","1,000 grain-equivalent bushels","1995/96","Dec",2537.4267032331
"All wheat grain","All Wheat","Exports, Qty","World","1,000 grain-equivalent bushels","1995/96","Dec",99175.1049396555
"All wheat products","All Wheat","Exports, Qty","World","1,000 grain-equivalent bushels","1995/96","Dec",173.644506011146
"Total all wheat","All Wheat","Exports, Qty","World","1,000 grain-equivalent bushels","1995/96","Dec",102806.400035539
"Total all wheat","All Wheat","Exports, Qty","World","1,000 grain-equivalent bushels","1995/96","Feb",94578.4177136007
"All wheat products","All Wheat","Exports, Qty","World","1,000 grain-equivalent bushels","1995/96","Feb",165.476040087504
