Commodity_Desc,Commodity_Desc2,Attribute_Desc,Geography_Desc,Unit_Desc,Marketing_Year,Timeperiod_Desc,Amount
"All wheat grain","All Wheat","Exports, Qty","World","1,000 grain-equivalent bushels","1995/96","Feb",91875.9713597397
"Durum grain","Durum","Exports, Qty","World","1,000 grain-equivalent bushels","1995/96","Feb",4126.5907361532
"Durum pasta and couscous","Durum","Exports, Qty","World","1,000 grain-equivalent bushels","1995/96","Feb",126.31825966003
"Durum semolina and flour","Durum","Exports, Qty","World","1,000 grain-equivalent bushels","1995/96","Feb",111.033322870345
"All wheat flour","All Wheat","Exports, Qty","World","1,000 grain-equivalent bushels","1995/96","Feb",2536.97031377353
"Durum total","Durum","Exports, Qty","World","1,000 grain-equivalent bushels","1995/96","Feb",4363.94231868357
"Durum total","Durum","Exports, Qty","World","1,000 grain-equivalent bushels","1995/96","Jan",5456.93871319922
"All wheat flour","All Wheat","Exports, Qty","World","1,000 grain-equivalent bushels","1995/96","Jan",807.684208746339
"Durum semolina and flour","Durum","Exports, Qty","World","1,000 grain-equivalent bushels","1995/96","Jan",42.2245803340908
"Durum pasta and couscous","Durum","Exports, Qty","World","1,000 grain-equivalent bushels","1995/96","Jan",142.546616474532
"Durum grain","Durum","Exports, Qty","World","1,000 grain-equivalent bushels","1995/96","Jan",5272.1675163906
"All wheat grain","All Wheat","Exports, Qty","World","1,000 grain-equivalent bushels","1995/96","Jan",96085.2059891892
"All wheat products","All Wheat","Exports, Qty","World","1,000 grain-equivalent bushels","1995/96","Jan",200.193262660073
"Total all wheat","All Wheat","Exports, Qty","World","1,000 grain-equivalent bushels","1995/96","Jan",97093.0834605956
"Total all wheat","All Wheat","Exports, Qty","World","1,000 grain-equivalent bushels","1995/96","Jul",93782.5263130378
"Durum semolina and flour","Durum","Exports, Qty","World","1,000 grain-equivalent bushels","1995/96","Jul",1.03446309876802
"All wheat products","All Wheat","Exports, Qty","World","1,000 grain-equivalent bushels","1995/96","Jul",115.053695601971
"All wheat grain","All Wheat","Exports, Qty","World","1,000 grain-equivalent bushels","1995/96","Jul",88649.4875150913
"Durum grain","Durum","Exports, Qty","World","1,000 grain-equivalent bushels","1995/96","Jul",2456.245429659
"Durum pasta and couscous","Durum","Exports, Qty","World","1,000 grain-equivalent bushels","1995/96","Jul",89.2583458470062
"All wheat flour","All Wheat","Exports, Qty","World","1,000 grain-equivalent bushels","1995/96","Jul",5017.98510234452
"Durum total","Durum","Exports, Qty","World","1,000 grain-equivalent bushels","1995/96","Jul",2546.53823860477
"Durum total","Durum","Exports, Qty","World","1,000 grain-equivalent bushels","1995/96","Jun",4712.15376949743
"All wheat flour","All Wheat","Exports, Qty","World","1,000 grain-equivalent bushels","1995/96","Jun",2822.24618025977
"Durum pasta and couscous","Durum","Exports, Qty","World","1,000 grain-equivalent bushels","1995/96","Jun",72.4777357740477
"Durum grain","Durum","Exports, Qty","World","1,000 grain-equivalent bushels","1995/96","Jun",4593.5332398921
"All wheat grain","All Wheat","Exports, Qty","World","1,000 grain-equivalent bushels","1995/96","Jun",78354.8410622145
"All wheat products","All Wheat","Exports, Qty","World","1,000 grain-equivalent bushels","1995/96","Jun",113.119639662675
"Durum semolina and flour","Durum","Exports, Qty","World","1,000 grain-equivalent bushels","1995/96","Jun",46.1427938312861
"Total all wheat","All Wheat","Exports, Qty","World","1,000 grain-equivalent bushels","1995/96","Jun",81290.2068821369
"Total all wheat","All Wheat","Exports, Qty","World","1,000 grain-equivalent bushels","1995/96","Mar",110189.471752093
"All wheat products","All Wheat","Exports, Qty","World","1,000 grain-equivalent bushels","1995/96","Mar",159.984344635536
"All wheat grain","All Wheat","Exports, Qty","World","1,000 grain-equivalent bushels","1995/96","Mar",108799.662194162
"Durum grain","Durum","Exports, Qty","World","1,000 grain-equivalent bushels","1995/96","Mar",2397.7758044919
"Durum pasta and couscous","Durum","Exports, Qty","World","1,000 grain-equivalent bushels","1995/96","Mar",126.815938922856
"All wheat flour","All Wheat","Exports, Qty","World","1,000 grain-equivalent bushels","1995/96","Mar",1229.8252132949
"Durum semolina and flour","Durum","Exports, Qty","World","1,000 grain-equivalent bushels","1995/96","Mar",27.4261641034264
"Durum total","Durum","Exports, Qty","World","1,000 grain-equivalent bushels","1995/96","Mar",2552.01790751818
"Durum total","Durum","Exports, Qty","World","1,000 grain-equivalent bushels","1995/96","May",1257.12504030738
"All wheat grain","All Wheat","Exports, Qty","World","1,000 grain-equivalent bushels","1995/96","May",78303.4528298862
"Durum semolina and flour","Durum","Exports, Qty","World","1,000 grain-equivalent bushels","1995/96","May",39.7197973100789
"All wheat flour","All Wheat","Exports, Qty","World","1,000 grain-equivalent bushels","1995/96","May",1830.72635657897
"Durum pasta and couscous","Durum","Exports, Qty","World","1,000 grain-equivalent bushels","1995/96","May",101.251311228202
"Durum grain","Durum","Exports, Qty","World","1,000 grain-equivalent bushels","1995/96","May",1116.1539317691
"All wheat products","All Wheat","Exports, Qty","World","1,000 grain-equivalent bushels","1995/96","May",127.785655182116
"Total all wheat","All Wheat","Exports, Qty","World","1,000 grain-equivalent bushels","1995/96","May",80261.9648416473
"Total all wheat","All Wheat","Exports, Qty","World","1,000 grain-equivalent bushels","1995/96","MY Jun-May",1241143.43947857
"All wheat products","All Wheat","Exports, Qty","World","1,000 grain-equivalent bushels","1995/96","MY Jun-May",1903.60441442806
"Durum grain","Durum","Exports, Qty","World","1,000 grain-equivalent bushels","1995/96","MY Jun-May",37136.0140648791
"All wheat grain","All Wheat","Exports, Qty","World","1,000 grain-equivalent bushels","1995/96","MY Jun-May",1206051.25087878
"Durum pasta and couscous","Durum","Exports, Qty","World","1,000 grain-equivalent bushels","1995/96","MY Jun-May",1435.24337275717
"All wheat flour","All Wheat","Exports, Qty","World","1,000 grain-equivalent bushels","1995/96","MY Jun-May",33188.584185366
"Durum semolina and flour","Durum","Exports, Qty","World","1,000 grain-equivalent bushels","1995/96","MY Jun-May",431.065632300035
"Durum total","Durum","Exports, Qty","World","1,000 grain-equivalent bushels","1995/96","MY Jun-May",39002.3230699363
"Durum total","Durum","Exports, Qty","World","1,000 grain-equivalent bushels","1995/96","Nov",2423.2700945131
"Durum semolina and flour","Durum","Exports, Qty","World","1,000 grain-equivalent bushels","1995/96","Nov",29.6633513083926
"All wheat flour","All Wheat","Exports, Qty","World","1,000 grain-equivalent bushels","1995/96","Nov",1220.59632763803
"Durum pasta and couscous","Durum","Exports, Qty","World","1,000 grain-equivalent bushels","1995/96","Nov",138.315180904711
"All wheat grain","All Wheat","Exports, Qty","World","1,000 grain-equivalent bushels","1995/96","Nov",105535.2183963
"Durum grain","Durum","Exports, Qty","World","1,000 grain-equivalent bushels","1995/96","Nov",2255.2915623
"All wheat products","All Wheat","Exports, Qty","World","1,000 grain-equivalent bushels","1995/96","Nov",192.526673689201
"Total all wheat","All Wheat","Exports, Qty","World","1,000 grain-equivalent bushels","1995/96","Nov",106948.341397627
"Total all wheat","All Wheat","Exports, Qty","World","1,000 grain-equivalent bushels","1995/96","Oct",119951.53519694
"All wheat products","All Wheat","Exports, Qty","World","1,000 grain-equivalent bushels","1995/96","Oct",192.992459030944
"Durum grain","Durum","Exports, Qty","World","1,000 grain-equivalent bushels","1995/96","Oct",6466.2643157343
"All wheat grain","All Wheat","Exports, Qty","World","1,000 grain-equivalent bushels","1995/96","Oct",117678.709176342
"Durum pasta and couscous","Durum","Exports, Qty","World","1,000 grain-equivalent bushels","1995/96","Oct",139.30876001381
"All wheat flour","All Wheat","Exports, Qty","World","1,000 grain-equivalent bushels","1995/96","Oct",2079.83356156676
"Durum semolina and flour","Durum","Exports, Qty","World","1,000 grain-equivalent bushels","1995/96","Oct",44.5564777070194
"Durum total","Durum","Exports, Qty","World","1,000 grain-equivalent bushels","1995/96","Oct",6650.12955345513
"Durum total","Durum","Exports, Qty","World","1,000 grain-equivalent bushels","1995/96","Q1 Jun-Aug",9315.19234434742
"Durum semolina and flour","Durum","Exports, Qty","World","1,000 grain-equivalent bushels","1995/96","Q1 Jun-Aug",76.6214761508335
"All wheat flour","All Wheat","Exports, Qty","World","1,000 grain-equivalent bushels","1995/96","Q1 Jun-Aug",15360.5436189369
"Durum pasta and couscous","Durum","Exports, Qty","World","1,000 grain-equivalent bushels","1995/96","Q1 Jun-Aug",274.615772438689
"All wheat grain","All Wheat","Exports, Qty","World","1,000 grain-equivalent bushels","1995/96","Q1 Jun-Aug",286800.919084777
"Durum grain","Durum","Exports, Qty","World","1,000 grain-equivalent bushels","1995/96","Q1 Jun-Aug",8963.9550957579
"All wheat products","All Wheat","Exports, Qty","World","1,000 grain-equivalent bushels","1995/96","Q1 Jun-Aug",374.360428802817
"Total all wheat","All Wheat","Exports, Qty","World","1,000 grain-equivalent bushels","1995/96","Q1 Jun-Aug",302535.823132516
"Total all wheat","All Wheat","Exports, Qty","World","1,000 grain-equivalent bushels","1995/96","Q2 Sep-Nov",360759.167751771
"All wheat products","All Wheat","Exports, Qty","World","1,000 grain-equivalent bushels","1995/96","Q2 Sep-Nov",571.702539462953
"Durum grain","Durum","Exports, Qty","World","1,000 grain-equivalent bushels","1995/96","Q2 Sep-Nov",11130.4387886244
"All wheat grain","All Wheat","Exports, Qty","World","1,000 grain-equivalent bushels","1995/96","Q2 Sep-Nov",354637.655008636
"Durum pasta and couscous","Durum","Exports, Qty","World","1,000 grain-equivalent bushels","1995/96","Q2 Sep-Nov",434.133170462541
"All wheat flour","All Wheat","Exports, Qty","World","1,000 grain-equivalent bushels","1995/96","Q2 Sep-Nov",5549.81020367222
"Durum semolina and flour","Durum","Exports, Qty","World","1,000 grain-equivalent bushels","1995/96","Q2 Sep-Nov",103.023250009476
"Durum total","Durum","Exports, Qty","World","1,000 grain-equivalent bushels","1995/96","Q2 Sep-Nov",11667.5952090964
"Durum total","Durum","Exports, Qty","World","1,000 grain-equivalent bushels","1995/96","Q3 Dec-Feb",12510.8850698738
"Durum semolina and flour","Durum","Exports, Qty","World","1,000 grain-equivalent bushels","1995/96","Q3 Dec-Feb",171.73278443668
"All wheat flour","All Wheat","Exports, Qty","World","1,000 grain-equivalent bushels","1995/96","Q3 Dec-Feb",6802.30511239265
"Durum pasta and couscous","Durum","Exports, Qty","World","1,000 grain-equivalent bushels","1995/96","Q3 Dec-Feb",402.967329660258
"All wheat grain","All Wheat","Exports, Qty","World","1,000 grain-equivalent bushels","1995/96","Q3 Dec-Feb",287136.282288584
"Durum grain","Durum","Exports, Qty","World","1,000 grain-equivalent bushels","1995/96","Q3 Dec-Feb",11936.1849557769
"All wheat products","All Wheat","Exports, Qty","World","1,000 grain-equivalent bushels","1995/96","Q3 Dec-Feb",539.313808758723
"Total all wheat","All Wheat","Exports, Qty","World","1,000 grain-equivalent bushels","1995/96","Q3 Dec-Feb",294477.901209736
"Total all wheat","All Wheat","Exports, Qty","World","1,000 grain-equivalent bushels","1995/96","Q4 Mar-May",283370.547384548
"All wheat products","All Wheat","Exports, Qty","World","1,000 grain-equivalent bushels","1995/96","Q4 Mar-May",418.227637403569
"Durum grain","Durum","Exports, Qty","World","1,000 grain-equivalent bushels","1995/96","Q4 Mar-May",5105.4352247199
"All wheat grain","All Wheat","Exports, Qty","World","1,000 grain-equivalent bushels","1995/96","Q4 Mar-May",277476.39449678
"Durum pasta and couscous","Durum","Exports, Qty","World","1,000 grain-equivalent bushels","1995/96","Q4 Mar-May",323.52710019568
"All wheat flour","All Wheat","Exports, Qty","World","1,000 grain-equivalent bushels","1995/96","Q4 Mar-May",5475.92525036431
"Durum semolina and flour","Durum","Exports, Qty","World","1,000 grain-equivalent bushels","1995/96","Q4 Mar-May",79.6881217030451
"Durum total","Durum","Exports, Qty","World","1,000 grain-equivalent bushels","1995/96","Q4 Mar-May",5508.65044661863
"Durum total","Durum","Exports, Qty","World","1,000 grain-equivalent bushels","1995/96","Sep",2594.19556112818
"Durum semolina and flour","Durum","Exports, Qty","World","1,000 grain-equivalent bushels","1995/96","Sep",28.8034209940637
"All wheat flour","All Wheat","Exports, Qty","World","1,000 grain-equivalent bushels","1995/96","Sep",2249.38031446743
"Durum pasta and couscous","Durum","Exports, Qty","World","1,000 grain-equivalent bushels","1995/96","Sep",156.50922954402
"All wheat grain","All Wheat","Exports, Qty","World","1,000 grain-equivalent bushels","1995/96","Sep",131423.727435993
"Durum grain","Durum","Exports, Qty","World","1,000 grain-equivalent bushels","1995/96","Sep",2408.8829105901
"All wheat products","All Wheat","Exports, Qty","World","1,000 grain-equivalent bushels","1995/96","Sep",186.183406742808
"Total all wheat","All Wheat","Exports, Qty","World","1,000 grain-equivalent bushels","1995/96","Sep",133859.291157204
"Total all wheat","All Wheat","Exports, Qty","World","1,000 grain-equivalent bushels","1996/97","Apr",71246.238360728
"All wheat products","All Wheat","Exports, Qty","World","1,000 grain-equivalent bushels","1996/97","Apr",165.81999310122
"Durum grain","Durum","Exports, Qty","World","1,000 grain-equivalent bushels","1996/97","Apr",3462.7293009834
"Durum pasta and couscous","Durum","Exports, Qty","World","1,000 grain-equivalent bushels","1996/97","Apr",137.040698417409
"All wheat flour","All Wheat","Exports, Qty","World","1,000 grain-equivalent bushels","1996/97","Apr",1259.05107512195
"Durum semolina and flour","Durum","Exports, Qty","World","1,000 grain-equivalent bushels","1996/97","Apr",38.2917960418242
"Durum total","Durum","Exports, Qty","World","1,000 grain-equivalent bushels","1996/97","Apr",3638.06179544263
"All wheat grain","All Wheat","Exports, Qty","World","1,000 grain-equivalent bushels","1996/97","Apr",69821.3672925048
"All wheat grain","All Wheat","Exports, Qty","World","1,000 grain-equivalent bushels","1996/97","Aug",145839.940769153
"Durum total","Durum","Exports, Qty","World","1,000 grain-equivalent bushels","1996/97","Aug",2303.38171036371
"Durum semolina and flour","Durum","Exports, Qty","World","1,000 grain-equivalent bushels","1996/97","Aug",28.216027898848
"All wheat flour","All Wheat","Exports, Qty","World","1,000 grain-equivalent bushels","1996/97","Aug",1668.52534962966
"Durum pasta and couscous","Durum","Exports, Qty","World","1,000 grain-equivalent bushels","1996/97","Aug",121.057231014666
"Durum grain","Durum","Exports, Qty","World","1,000 grain-equivalent bushels","1996/97","Aug",2154.1084514502
"Total all wheat","All Wheat","Exports, Qty","World","1,000 grain-equivalent bushels","1996/97","Aug",147650.535047838
"All wheat products","All Wheat","Exports, Qty","World","1,000 grain-equivalent bushels","1996/97","Aug",142.068929054695
"Total all wheat","All Wheat","Exports, Qty","World","1,000 grain-equivalent bushels","1996/97","Dec",53337.7785051187
"All wheat products","All Wheat","Exports, Qty","World","1,000 grain-equivalent bushels","1996/97","Dec",119.207972960787
"Durum grain","Durum","Exports, Qty","World","1,000 grain-equivalent bushels","1996/97","Dec",1790.1898077
"Durum pasta and couscous","Durum","Exports, Qty","World","1,000 grain-equivalent bushels","1996/97","Dec",89.4686332204363
